Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 49,Area Sample 49,#Peptides,#Unique,#Spec Sample 49,PTM,Avg. Mass,Description
93,79,P29804|ODPA_PIG,36.01,3,3,0,1,1,1,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
113,2888,Q2QDF0|DNSL1_PIG,35.44,3,3,3.4271E2,1,1,1,,34986,Deoxyribonuclease-1-like 1 OS=Sus scrofa OX=9823 GN=DNASE1L1 PE=2 SV=1
109,1571,P52649|CY24B_PIG,34.74,4,4,2.3563E2,1,1,1,Oxidation (M),55830,Cytochrome b-245 heavy chain (Fragment) OS=Sus scrofa OX=9823 GN=CYBB PE=2 SV=2
104,196,Q29024|DX39B_PIG,34.56,4,4,1.3226E4,1,1,1,Oxidation (M),48991,Spliceosome RNA helicase DDX39B OS=Sus scrofa OX=9823 GN=DDX39B PE=3 SV=2
97,927,Q9TSV5|PO5F1_PIG,34.20,7,7,1.9436E2,1,1,1,,38342,POU domain  class 5  transcription factor 1 OS=Sus scrofa OX=9823 GN=POU5F1 PE=1 SV=1
88,121,Q867B5|RAG1_PIG,34.06,1,1,1.3803E3,1,1,1,,119068,V(D)J recombination-activating protein 1 OS=Sus scrofa OX=9823 GN=RAG1 PE=3 SV=1
98,693,F1SAM7|AMNLS_PIG,33.98,2,2,5.354E3,1,1,1,,55186,Protein amnionless OS=Sus scrofa OX=9823 GN=AMN PE=1 SV=2
122,349,P0C5I2|GMPPB_PIG,33.75,2,2,0,1,1,1,,39828,Mannose-1-phosphate guanyltransferase beta OS=Sus scrofa OX=9823 GN=GMPPB PE=1 SV=1
119,1116,A4GVD1|CXG1_PIG,33.33,4,4,0,1,1,1,,45598,Gap junction gamma-1 protein OS=Sus scrofa OX=9823 GN=GJC1 PE=2 SV=1
121,833,P16164|URIC_PIG,33.32,3,3,6.5884E2,1,1,1,,35008,Uricase OS=Sus scrofa OX=9823 GN=UOX PE=2 SV=3
137,1347,Q9XSZ6|FCERG_PIG,33.28,24,24,2.5032E3,1,1,1,,9681,High affinity immunoglobulin epsilon receptor subunit gamma OS=Sus scrofa OX=9823 GN=FCER1G PE=3 SV=1
131,998,Q95ND5|CASP3_PIG,33.24,5,5,6.5346E2,1,1,1,Oxidation (M),31379,Caspase-3 OS=Sus scrofa OX=9823 GN=CASP3 PE=1 SV=1
