Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 42,Area Sample 42,#Peptides,#Unique,#Spec Sample 42,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,323.52,31,31,4.7339E6,170,170,819,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,306.42,20,20,2.4558E6,97,97,584,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
34,2048,A1XQU1|PSB7_PIG,68.55,7,7,0,3,3,3,,29980,Proteasome subunit beta type-7 OS=Sus scrofa OX=9823 GN=PSMB7 PE=2 SV=2
45,557,Q70KH2|GBA1_PIG,66.28,4,4,2.5602E2,2,2,2,,59874,Lysosomal acid glucosylceramidase OS=Sus scrofa OX=9823 GN=GBA1 PE=3 SV=1
39,715,P02725|GLPA_PIG,63.75,18,18,4.6262E2,2,2,3,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
31,59,P06867|PLMN_PIG,63.54,2,2,6.0316E2,2,2,4,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
35,185,P02550|TBA1A_PIG,61.68,3,3,4.8123E2,2,2,3,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
35,177,Q2XVP4|TBA1B_PIG,61.68,3,3,4.8123E2,2,2,3,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
28,27,P01025|CO3_PIG,61.65,2,2,3.6862E3,2,2,5,,186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
55,1751,Q06AU7|RAB1B_PIG,60.98,9,9,2.5415E2,1,1,1,,22112,Ras-related protein Rab-1B OS=Sus scrofa OX=9823 GN=RAB1B PE=2 SV=1
55,1405,Q52NJ2|RAB1A_PIG,60.98,9,9,2.5415E2,1,1,1,,22606,Ras-related protein Rab-1A OS=Sus scrofa OX=9823 GN=RAB1A PE=2 SV=3
40,53,Q9GLP1|FA5_PIG,57.00,1,1,0,2,2,2,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
49,54,Q1KYT0|ENOB_PIG,56.75,4,4,2.8558E3,1,1,1,,47130,Beta-enolase OS=Sus scrofa OX=9823 GN=ENO3 PE=2 SV=1
30,1736,Q2LE37|APOM_PIG,51.44,12,12,8.3843E2,1,1,5,,21241,Apolipoprotein M OS=Sus scrofa OX=9823 GN=APOM PE=2 SV=1
41,83,P50447|A1AT_PIG,50.45,4,4,2.2722E2,1,1,2,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
48,38,Q3BDI7|DSG1_PIG,47.93,2,2,4.7054E2,1,1,1,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
62,76,Q29308|RS19_PIG,46.04,10,10,5.2795E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
61,2902,P80031|GSTP1_PIG,45.86,5,5,8.134E1,1,1,1,,23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
23,93,Q5U9S1|MBL1_PIG,45.59,9,9,9.4759E2,1,1,6,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
25,2612,P21753|TYB10_PIG,43.80,33,33,1.034E3,1,1,6,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
46,766,Q9GLP2|PROC_PIG,43.57,3,3,4.8611E3,1,1,2,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
57,696,Q7SIB7|PGK1_PIG,43.38,6,6,2.1773E2,1,1,1,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
36,5221,P12309|GLRX1_PIG,43.14,20,20,4.1699E2,1,1,3,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
42,640,Q29052|ITIH1_PIG,42.03,1,1,2.8395E2,1,1,2,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
60,699,Q71LE2|H33_PIG,39.44,11,11,4.2553E2,1,1,1,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
38,82,Q29549|CLUS_PIG,38.31,4,4,3.7153E2,1,1,3,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
58,29,Q767L7|TBB5_PIG,35.87,4,4,6.2031E1,1,1,1,,49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
58,41,P02554|TBB_PIG,35.87,4,4,6.2031E1,1,1,1,,49861,Tubulin beta chain OS=Sus scrofa OX=9823 PE=1 SV=1
52,96,P16469|LOX15_PIG,35.37,2,2,0,1,1,1,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
56,286,P48819|VTNC_PIG,35.32,2,2,9.5408E2,1,1,1,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
63,2631,Q95281|RL29_PIG,35.03,19,19,1.7237E2,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
53,789,O97661|OX1R_PIG,33.31,4,4,0,1,1,1,Oxidation (M),47438,Orexin/Hypocretin receptor type 1 OS=Sus scrofa OX=9823 GN=HCRTR1 PE=2 SV=2
50,73,A0P8Z5|UIMC1_PIG,33.12,2,2,1.9864E2,1,1,1,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
47,42,C0HL13|LRP2_PIG,32.93,1,1,0,1,1,1,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
59,1107,Q6PQZ1|AQP1_PIG,32.69,6,6,5.6853E2,1,1,1,Oxidation (M),28679,Aquaporin-1 OS=Sus scrofa OX=9823 GN=AQP1 PE=2 SV=3
54,1522,P19620|ANXA2_PIG,32.20,2,2,1.2738E3,1,1,1,,38542,Annexin A2 OS=Sus scrofa OX=9823 GN=ANXA2 PE=1 SV=4
