Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 39,Area Sample 39,#Peptides,#Unique,#Spec Sample 39,PTM,Avg. Mass,Description
2,1,tr|F1RX36|F1RX36_PIG,382.14,35,35,3.3865E6,137,137,547,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
1,6,tr|F1RX37|F1RX37_PIG,375.56,16,16,2.7928E6,94,94,603,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
42,42,C0HL13|LRP2_PIG,42.40,1,1,0,1,1,1,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
55,467,Q95JC8|ARGI1_PIG,41.35,6,6,0,1,1,1,,35018,Arginase-1 OS=Sus scrofa OX=9823 GN=ARG1 PE=2 SV=1
58,84,P62936|PPIA_PIG,39.94,7,7,3.3805E2,1,1,1,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
40,1766,Q29218|K1C20_PIG,39.27,8,8,2.1179E2,1,1,2,,12528,Keratin  type I cytoskeletal 20 (Fragment) OS=Sus scrofa OX=9823 GN=KRT20 PE=2 SV=1
44,99,F1SC07|DYH11_PIG,39.10,0,0,2.5833E2,1,1,1,Oxidation (M),519623,Dynein axonemal heavy chain 11 OS=Sus scrofa OX=9823 GN=DNAH11 PE=1 SV=4
50,230,P04087|INHA_PIG,38.69,4,4,1.0368E3,1,1,1,,39190,Inhibin alpha chain OS=Sus scrofa OX=9823 GN=INHA PE=1 SV=2
61,16,P62802|H4_PIG,37.91,10,10,1.5944E2,1,1,1,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
48,82,Q29549|CLUS_PIG,36.56,4,4,0,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
47,118,P42099|ZP2_PIG,36.49,1,1,8.6507E2,1,1,1,,79729,Zona pellucida sperm-binding protein 2 OS=Sus scrofa OX=9823 GN=ZP2 PE=2 SV=2
109,1426,Q767M0|PPR18_PIG,36.16,1,1,0,1,1,1,,67962,Phostensin OS=Sus scrofa OX=9823 GN=PPP1R18 PE=3 SV=1
