Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 46,Area Sample 46,#Peptides,#Unique,#Spec Sample 46,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,404.30,41,41,1.9483E6,300,300,1126,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,303.01,13,13,4.032E5,55,55,222,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
13,318326,P79263|ITIH4_PIG,117.22,4,4,2.6604E3,6,6,10,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
14,318428,P00355|G3P_PIG,107.54,17,17,2.9213E4,5,5,10,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
17,318690,P21753|TYB10_PIG,96.80,50,50,1.6071E3,4,4,7,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
12,318328,P01025|CO3_PIG,95.88,2,2,2.2072E4,6,6,12,,186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
24,319005,P02067|HBB_PIG,89.52,14,14,8.5094E2,3,3,3,,16166,Hemoglobin subunit beta OS=Sus scrofa OX=9823 GN=HBB PE=1 SV=3
25,318323,P06867|PLMN_PIG,88.00,2,2,1.176E3,2,2,2,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
20,318386,P62936|PPIA_PIG,73.24,7,7,2.5811E2,3,3,5,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
22,318677,O19084|CDSN_PIG,67.56,12,12,2.5963E3,2,2,4,Oxidation (M),21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
16,318340,Q95JC9|PRP_PIG,64.60,3,3,9.8065E3,2,2,7,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
23,318315,Q19AZ8|THRB_PIG,63.27,2,2,5.2209E2,1,1,3,,70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
31,320057,P50447|A1AT_PIG,59.83,4,4,6.9944E2,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
37,318810,Q29308|RS19_PIG,57.02,10,10,7.6945E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
42,320263,P62901|RL31_PIG,52.69,11,11,4.9298E1,1,1,1,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
38,318380,P50390|TTHY_PIG,43.96,11,11,1.3702E2,1,1,1,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
39,318949,Q29549|CLUS_PIG,43.33,4,4,9.9589E1,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
28,318343,Q6R2V0|WNK1_PIG,43.02,0,0,3.4036E3,1,1,1,,248973,Serine/threonine-protein kinase WNK1 OS=Sus scrofa OX=9823 GN=WNK1 PE=2 SV=3
26,318350,P06348|H1T_PIG,42.46,5,5,0,1,1,2,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
43,318934,P02550|TBA1A_PIG,39.30,3,3,1.794E2,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
43,318935,Q2XVP4|TBA1B_PIG,39.30,3,3,1.794E2,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
30,318754,Q3BDI7|DSG1_PIG,38.29,1,1,1.4048E2,1,1,1,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
40,319949,Q9TSX5|LDHC_PIG,37.77,2,2,9.8701E2,1,1,1,,36053,L-lactate dehydrogenase C chain OS=Sus scrofa OX=9823 GN=LDHC PE=2 SV=3
34,318827,O62640|PIAP_PIG,37.69,3,3,3.023E3,1,1,1,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
44,322396,P63221|RS21_PIG,37.50,10,10,1.527E2,1,1,1,,9111,40S ribosomal protein S21 OS=Sus scrofa OX=9823 GN=RPS21 PE=1 SV=1
45,318839,Q71LE2|H33_PIG,36.98,10,10,1.2399E2,1,1,1,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
41,319760,O97507|FA12_PIG,36.60,2,2,3.1321E2,1,1,1,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
18,320229,P24854|IBP4_PIG,36.49,7,7,1.3045E4,1,1,5,Oxidation (M),28230,Insulin-like growth factor-binding protein 4 OS=Sus scrofa OX=9823 GN=IGFBP4 PE=1 SV=2
32,318516,P29804|ODPA_PIG,34.71,3,3,0,1,1,1,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
33,318789,P20192|DGKA_PIG,34.47,2,2,8.6782E1,1,1,1,,82606,Diacylglycerol kinase alpha OS=Sus scrofa OX=9823 GN=DGKA PE=1 SV=1
46,318592,A1XQU3|RL14_PIG,34.44,6,6,0,1,1,1,,23330,60S ribosomal protein L14 OS=Sus scrofa OX=9823 GN=RPL14 PE=1 SV=1
