Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 12,Area Sample 12,#Peptides,#Unique,#Spec Sample 12,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,494.97,42,42,8.0869E6,281,281,1615,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,365.70,23,23,2.5708E6,76,76,567,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
22,318428,P00355|G3P_PIG,126.03,13,13,2.4514E4,5,5,9,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
35,318366,Q8MJ49|OSTF1_PIG,122.40,7,7,7.9798E2,2,2,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
31,319560,Q8SPS7|HPT_PIG,119.09,9,9,2.2332E3,3,3,5,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
29,318332,P80310|S10AC_PIG,108.67,25,25,9.692E3,2,2,6,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
21,318380,P50390|TTHY_PIG,105.72,11,11,1.1975E4,3,3,10,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
30,318326,P79263|ITIH4_PIG,105.16,3,3,6.8097E3,3,3,5,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
25,320063,P08835|ALBU_PIG,93.14,4,4,8.8658E3,3,3,7,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
23,318340,Q95JC9|PRP_PIG,82.02,2,2,4.8765E3,2,2,9,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
26,318350,P06348|H1T_PIG,79.75,6,6,2.6118E3,2,2,7,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
33,320303,Q5S1U1|HSPB1_PIG,77.89,14,14,1.9414E3,2,2,4,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
54,320057,P50447|A1AT_PIG,67.43,4,4,1.3296E2,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
57,318810,Q29308|RS19_PIG,66.81,10,10,1.7975E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
55,318357,P48819|VTNC_PIG,65.28,3,3,8.9309E2,1,1,1,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
37,318442,P10668|COF1_PIG,64.72,8,8,8.8096E2,1,1,3,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
47,318677,O19084|CDSN_PIG,64.30,12,12,1.1094E3,2,2,2,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
44,318934,P02550|TBA1A_PIG,62.72,3,3,1.2336E3,1,1,2,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
44,318935,Q2XVP4|TBA1B_PIG,62.72,3,3,1.2336E3,1,1,2,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
34,318767,P16469|LOX15_PIG,60.49,2,2,8.2319E2,1,1,3,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
40,318427,C0HL13|LRP2_PIG,58.98,2,2,0,2,2,2,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
67,320436,Q9TSX9|PRDX6_PIG,58.02,8,8,0,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
64,318360,O02705|HS90A_PIG,57.44,3,3,2.3519E2,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
48,318804,P67985|RL22_PIG,56.34,11,11,1.2205E2,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
32,319760,O97507|FA12_PIG,56.10,2,2,1.0759E4,1,1,4,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
38,319612,Q9GLP2|PROC_PIG,54.71,3,3,1.8535E3,1,1,3,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
59,318342,P14632|TRFL_PIG,54.57,3,3,7.9526E1,1,1,1,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
36,320378,Q07717|B2MG_PIG,52.46,8,8,1.1285E3,1,1,3,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
42,318336,O62651|WT1_PIG,51.72,2,2,1.1842E3,1,1,2,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
42,318325,A5D9M6|BAG6_PIG,51.72,1,1,1.1842E3,1,1,2,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
42,318333,P0DW16|RBM20_PIG,51.72,1,1,1.1842E3,1,1,2,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
42,318331,P08001|ACRO_PIG,51.72,2,2,1.1842E3,1,1,2,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
42,318341,Q9BEA8|TNFL6_PIG,51.72,3,3,1.1842E3,1,1,2,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
49,318868,P60662|MYL6_PIG,49.93,9,9,3.9042E2,1,1,2,,16930,Myosin light polypeptide 6 OS=Sus scrofa OX=9823 GN=MYL6 PE=1 SV=2
61,319998,P79303|UGPA_PIG,45.11,3,3,1.9843E2,1,1,1,Oxidation (M),56961,UTP--glucose-1-phosphate uridylyltransferase OS=Sus scrofa OX=9823 GN=UGP2 PE=2 SV=3
66,318330,P29269|MYL9_PIG,43.51,6,6,7.1724E1,1,1,1,,19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
53,318949,Q29549|CLUS_PIG,41.28,4,4,9.5562E1,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
43,318457,P43368|CAN3_PIG,40.61,3,3,1.1384E3,1,1,2,Oxidation (M),94551,Calpain-3 OS=Sus scrofa OX=9823 GN=CAPN3 PE=2 SV=2
62,319077,O02668|ITIH2_PIG,40.07,2,2,1.5669E2,1,1,1,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
65,320304,P80031|GSTP1_PIG,39.20,5,5,4.6395E2,1,1,1,,23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
50,318356,P16960|RYR1_PIG,39.11,0,0,0,1,1,1,,565340,Ryanodine receptor 1 OS=Sus scrofa OX=9823 GN=RYR1 PE=2 SV=2
56,319152,Q29024|DX39B_PIG,39.02,4,4,1.6987E4,1,1,1,Oxidation (M),48991,Spliceosome RNA helicase DDX39B OS=Sus scrofa OX=9823 GN=DDX39B PE=3 SV=2
68,319949,Q9TSX5|LDHC_PIG,39.02,2,2,2.4413E2,1,1,1,,36053,L-lactate dehydrogenase C chain OS=Sus scrofa OX=9823 GN=LDHC PE=2 SV=3
46,319041,Q9GKE7|CLCN5_PIG,39.00,2,2,2.7463E2,1,1,2,,90802,H(+)/Cl(-) exchange transporter 5 OS=Sus scrofa OX=9823 GN=CLCN5 PE=2 SV=2
45,318372,A0P8Z5|UIMC1_PIG,38.56,2,2,5.0413E2,1,1,2,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
51,318978,P01214|PDYN_PIG,38.22,4,4,2.2999E2,1,1,1,,28617,Proenkephalin-B OS=Sus scrofa OX=9823 GN=PDYN PE=1 SV=1
52,318827,O62640|PIAP_PIG,37.47,3,3,7.583E4,1,1,1,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
69,318635,Q06AU6|RAB5A_PIG,37.39,5,5,2.5724E2,1,1,1,,23747,Ras-related protein Rab-5A OS=Sus scrofa OX=9823 GN=RAB5A PE=2 SV=1
70,322441,A1XQU5|RL27_PIG,37.27,7,7,2.981E2,1,1,1,,15798,60S ribosomal protein L27 OS=Sus scrofa OX=9823 GN=RPL27 PE=1 SV=1
63,319539,Q8WNE9|BAALC_PIG,37.03,5,5,0,1,1,1,,15401,Brain and acute leukemia cytoplasmic protein OS=Sus scrofa OX=9823 GN=BAALC PE=2 SV=3
