Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 6,Area Sample 6,#Peptides,#Unique,#Spec Sample 6,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,350.79,37,37,4.8163E6,180,180,1245,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,335.86,16,16,7.0456E6,107,107,795,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
12,77,Q95274|TYB4_PIG,144.83,57,57,2.8741E4,10,10,23,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
14,4,P02543|VIME_PIG,141.38,19,19,1.6637E3,11,11,17,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
16,93,Q5U9S1|MBL1_PIG,121.17,9,9,1.1849E4,4,4,15,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
20,700,P80272|HMGN2_PIG,116.29,39,39,0,5,5,9,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
18,27,P01025|CO3_PIG,106.77,3,3,8.9092E3,6,6,13,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
23,38,Q3BDI7|DSG1_PIG,106.77,4,4,2.4336E3,4,4,4,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
17,24,P29700|FETUA_PIG,104.17,14,14,4.9115E3,4,4,16,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
22,31,P18650|APOE_PIG,99.35,6,6,2.4553E3,4,4,6,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
19,81,O19084|CDSN_PIG,92.83,11,11,1.2019E4,3,3,9,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
25,197,Q9TV61|MYH1_PIG,86.34,2,2,3.999E2,3,3,4,,223171,Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1
26,33,P08835|ALBU_PIG,83.40,3,3,7.1562E2,3,3,4,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
27,190,P50390|TTHY_PIG,80.58,11,11,1.1646E3,2,2,4,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
30,26,P0DSO0|SAA2_PIG,73.00,36,36,1.4882E2,3,3,3,Oxidation (M),14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
24,112,O02773|MA1A1_PIG,72.37,3,3,7.0704E2,2,2,4,,73197,Mannosyl-oligosaccharide 1 2-alpha-mannosidase IA OS=Sus scrofa OX=9823 GN=MAN1A1 PE=1 SV=1
10,47,O97507|FA12_PIG,71.22,2,2,1.0036E5,2,2,34,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
28,14,P00355|G3P_PIG,65.72,10,10,3.4429E3,2,2,4,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
32,697,P62901|RL31_PIG,65.35,18,18,3.1678E2,2,2,3,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
29,516,P20305|GELS_PIG,60.78,4,4,2.0897E3,2,2,3,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
35,76,Q29308|RS19_PIG,60.52,10,10,6.9029E2,1,1,2,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
34,350,P16611|IBP3_PIG,56.15,5,5,3.3748E2,1,1,2,,31690,Insulin-like growth factor-binding protein 3 OS=Sus scrofa OX=9823 GN=IGFBP3 PE=1 SV=3
31,83,P50447|A1AT_PIG,54.47,4,4,2.95E3,1,1,3,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
21,766,Q9GLP2|PROC_PIG,54.36,3,3,1.1139E4,1,1,8,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
55,280,P67985|RL22_PIG,52.18,11,11,3.0806E2,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
43,185,P02550|TBA1A_PIG,48.83,3,3,0,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
43,177,Q2XVP4|TBA1B_PIG,48.83,3,3,0,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
52,61,P06348|H1T_PIG,44.54,5,5,0,1,1,1,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
37,2048,A1XQU1|PSB7_PIG,44.39,3,3,4.7562E1,1,1,2,,29980,Proteasome subunit beta type-7 OS=Sus scrofa OX=9823 GN=PSMB7 PE=2 SV=2
36,59,P06867|PLMN_PIG,44.29,1,1,0,1,1,2,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
40,53,Q9GLP1|FA5_PIG,41.34,1,1,1.0215E3,1,1,1,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
56,715,P02725|GLPA_PIG,40.49,12,12,0,1,1,1,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
48,1107,Q6PQZ1|AQP1_PIG,39.77,6,6,1.2184E3,1,1,1,Oxidation (M),28679,Aquaporin-1 OS=Sus scrofa OX=9823 GN=AQP1 PE=2 SV=3
54,16,P62802|H4_PIG,39.66,10,10,5.9352E2,1,1,1,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
57,2631,Q95281|RL29_PIG,39.45,19,19,0,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
58,1703,Q07717|B2MG_PIG,39.27,8,8,6.63E2,1,1,1,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
50,286,P48819|VTNC_PIG,38.04,2,2,1.3755E2,1,1,1,Oxidation (M),52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
42,272,P79293|MYH7_PIG,36.59,1,1,1.3181E2,1,1,1,,223296,Myosin-7 OS=Sus scrofa OX=9823 GN=MYH7 PE=1 SV=2
47,29,Q767L7|TBB5_PIG,36.53,4,4,2.0002E2,1,1,1,,49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
49,178,Q6KEQ9|PC11X_PIG,35.97,1,1,1.8911E2,1,1,1,,123364,Protocadherin-11 X-linked OS=Sus scrofa OX=9823 GN=PCDH11X PE=2 SV=1
59,1678,O19062|CRP_PIG,35.20,5,5,1.7801E2,1,1,1,,24925,C-reactive protein OS=Sus scrofa OX=9823 GN=CRP PE=2 SV=1
44,73,A0P8Z5|UIMC1_PIG,35.08,2,2,2.2272E2,1,1,1,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
51,1417,Q29073|PTGR1_PIG,34.87,3,3,1.8924E2,1,1,1,,35762,Prostaglandin reductase 1 OS=Sus scrofa OX=9823 GN=PTGR1 PE=1 SV=1
