Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 70,Area Sample 70,#Peptides,#Unique,#Spec Sample 70,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,308.22,34,34,4.8649E6,152,152,1650,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,6,tr|F1RX37|F1RX37_PIG,244.39,19,19,9.729E5,56,56,413,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
11,47,O97507|FA12_PIG,46.17,2,2,3.4539E4,1,1,38,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
41,76,Q29308|RS19_PIG,45.68,10,10,0,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
42,802,P29269|MYL9_PIG,45.05,6,6,5.6236E2,1,1,1,,19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
19,24,P29700|FETUA_PIG,44.26,2,2,3.7359E3,1,1,9,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
22,63,P79263|ITIH4_PIG,42.75,2,2,5.6595E2,1,1,7,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
33,90,Q29221|CAZA2_PIG,42.30,5,5,4.9458E2,1,1,2,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
33,731,A0PFK5|CAZA1_PIG,42.30,5,5,4.9458E2,1,1,2,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
35,16,P62802|H4_PIG,36.30,10,10,2.8128E2,1,1,2,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
47,190,P50390|TTHY_PIG,35.99,9,9,7.5294E1,1,1,1,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
39,56,P10668|COF1_PIG,35.08,8,8,9.8076E2,1,1,1,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
46,82,Q29549|CLUS_PIG,34.84,4,4,1.7489E2,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
44,286,P48819|VTNC_PIG,33.30,3,3,0,1,1,1,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
40,766,Q9GLP2|PROC_PIG,32.16,3,3,0,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
38,373,Q6S4N2|HS71B_PIG,31.83,2,2,0,1,1,1,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
38,299,P34930|HS71A_PIG,31.83,2,2,0,1,1,1,,70083,Heat shock 70 kDa protein 1A OS=Sus scrofa OX=9823 GN=HSPA1A PE=3 SV=1
38,438,A5A8V7|HS71L_PIG,31.83,2,2,0,1,1,1,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
43,2938,Q29100|UPTI_PIG,30.90,7,7,7.1921E1,1,1,1,,13109,Uterine plasmin/trypsin inhibitor OS=Sus scrofa OX=9823 PE=1 SV=1
48,189,Q8SQ26|CRYL1_PIG,30.05,9,9,0,1,1,1,,35128,Lambda-crystallin homolog OS=Sus scrofa OX=9823 GN=CRYL1 PE=2 SV=3
37,36,Q9GKL7|ANDR_PIG,29.99,1,1,0,1,1,1,,97137,Androgen receptor OS=Sus scrofa OX=9823 GN=AR PE=2 SV=3
30,178,Q6KEQ9|PC11X_PIG,29.87,1,1,5.9787E3,1,1,2,,123364,Protocadherin-11 X-linked OS=Sus scrofa OX=9823 GN=PCDH11X PE=2 SV=1
45,2985,P02475|CRYAA_PIG,29.73,7,7,5.055E1,1,1,1,,19746,Alpha-crystallin A chain OS=Sus scrofa OX=9823 GN=CRYAA PE=1 SV=1
