Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 4,Area Sample 4,#Peptides,#Unique,#Spec Sample 4,PTM,Avg. Mass,Description
36,318333,P0DW16|RBM20_PIG,43.29,1,1,4.8134E2,1,1,2,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
36,318325,A5D9M6|BAG6_PIG,43.29,1,1,4.8134E2,1,1,2,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
36,318336,O62651|WT1_PIG,43.29,2,2,4.8134E2,1,1,2,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
36,318341,Q9BEA8|TNFL6_PIG,43.29,3,3,4.8134E2,1,1,2,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
36,318331,P08001|ACRO_PIG,43.29,2,2,4.8134E2,1,1,2,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
47,318386,P62936|PPIA_PIG,38.21,7,7,1.9634E3,1,1,1,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
49,318718,Q29221|CAZA2_PIG,38.10,5,5,7.8734E2,1,1,1,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
49,318841,A0PFK5|CAZA1_PIG,38.10,5,5,7.8734E2,1,1,1,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
52,322393,P01846|LAC_PIG,37.20,15,15,6.8658E2,1,1,1,,11003,Ig lambda chain C region OS=Sus scrofa OX=9823 PE=1 SV=1
37,318856,P04574|CPNS1_PIG,36.88,6,6,6.469E2,1,1,2,,28068,Calpain small subunit 1 OS=Sus scrofa OX=9823 GN=CAPNS1 PE=1 SV=1
44,318949,Q29549|CLUS_PIG,36.06,2,2,3.5255E2,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
48,318706,Q29073|PTGR1_PIG,35.46,3,3,9.9581E2,1,1,1,,35762,Prostaglandin reductase 1 OS=Sus scrofa OX=9823 GN=PTGR1 PE=1 SV=1
