Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 23,Area Sample 23,#Peptides,#Unique,#Spec Sample 23,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,469.13,41,41,7.2678E6,315,315,1341,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,387.79,27,27,2.4883E6,75,75,530,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
42,318810,Q29308|RS19_PIG,73.71,10,10,3.2216E3,1,1,4,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
47,320303,Q5S1U1|HSPB1_PIG,70.95,20,20,5.0462E3,3,3,3,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
33,318340,Q95JC9|PRP_PIG,69.14,2,2,1.2678E4,2,2,9,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
38,318839,Q71LE2|H33_PIG,68.35,16,16,6.5297E3,3,3,6,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
74,318804,P67985|RL22_PIG,60.94,11,11,2.5308E2,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
54,320378,Q07717|B2MG_PIG,60.66,8,8,4.4732E3,2,2,2,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
53,318342,P14632|TRFL_PIG,58.97,4,4,3.8433E3,2,2,2,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
43,318860,P50828|HEMO_PIG,58.96,2,2,5.4126E3,2,2,4,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
31,319760,O97507|FA12_PIG,58.21,2,2,3.912E4,1,1,10,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
46,322392,O46409|APOA4_PIG,56.81,10,10,1.0013E3,2,2,3,Oxidation (M),43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
50,319077,O02668|ITIH2_PIG,55.72,2,2,1.7879E3,2,2,2,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
68,318360,O02705|HS90A_PIG,53.36,3,3,1.6191E2,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
75,318330,P29269|MYL9_PIG,50.61,9,9,9.5763E2,1,1,1,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
77,318730,Q5U9S1|MBL1_PIG,50.48,6,6,8.176E2,1,1,1,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
65,319022,Q9GK37|CBG_PIG,48.66,2,2,1.3634E3,1,1,1,,45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
45,318325,A5D9M6|BAG6_PIG,46.42,1,1,8.5939E2,1,1,3,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
45,318336,O62651|WT1_PIG,46.42,2,2,8.5939E2,1,1,3,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
45,318333,P0DW16|RBM20_PIG,46.42,1,1,8.5939E2,1,1,3,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
45,318341,Q9BEA8|TNFL6_PIG,46.42,3,3,8.5939E2,1,1,3,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
45,318331,P08001|ACRO_PIG,46.42,2,2,8.5939E2,1,1,3,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
51,318399,O11780|BGH3_PIG,44.92,1,1,3.5338E2,1,1,2,,74462,Transforming growth factor-beta-induced protein ig-h3 OS=Sus scrofa OX=9823 GN=TGFBI PE=1 SV=1
71,319158,P00791|PEPA_PIG,40.72,4,4,4.5091E2,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
79,319469,Q95281|RL29_PIG,40.28,18,18,8.7629E2,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
78,320436,Q9TSX9|PRDX6_PIG,38.92,7,7,2.9947E2,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
55,322576,P29412|EF1B_PIG,38.30,7,7,1.5199E2,1,1,2,Oxidation (M),24960,Elongation factor 1-beta OS=Sus scrofa OX=9823 GN=EEF1B PE=1 SV=1
80,319612,Q9GLP2|PROC_PIG,38.27,3,3,4.0789E2,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
67,318934,P02550|TBA1A_PIG,37.98,3,3,1.4637E3,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
67,318935,Q2XVP4|TBA1B_PIG,37.98,3,3,1.4637E3,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
59,318827,O62640|PIAP_PIG,37.61,3,3,1.2959E4,1,1,1,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
61,318457,P43368|CAN3_PIG,37.57,3,3,0,1,1,1,Oxidation (M),94551,Calpain-3 OS=Sus scrofa OX=9823 GN=CAPN3 PE=2 SV=2
76,318741,Q3YLA6|SRSF1_PIG,37.10,5,5,2.0076E2,1,1,1,,27745,Serine/arginine-rich splicing factor 1 OS=Sus scrofa OX=9823 GN=SRSF1 PE=2 SV=3
52,318324,P53714|ITB2_PIG,36.50,2,2,6.7887E2,1,1,2,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
58,318775,Q6PQD5|ATM_PIG,36.24,0,0,2.83E2,1,1,1,,350564,Serine-protein kinase ATM OS=Sus scrofa OX=9823 GN=ATM PE=3 SV=2
66,319152,Q29024|DX39B_PIG,36.20,4,4,1.195E4,1,1,1,Oxidation (M),48991,Spliceosome RNA helicase DDX39B OS=Sus scrofa OX=9823 GN=DDX39B PE=3 SV=2
49,318370,Q2IA00|SPEF2_PIG,36.03,1,1,7.4888E3,1,1,2,,208803,Sperm flagellar protein 2 OS=Sus scrofa OX=9823 GN=SPEF2 PE=2 SV=1
69,319096,Q5I2M3|TLR9_PIG,35.12,1,1,3.5614E4,1,1,1,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
63,318557,P62802|H4_PIG,35.11,16,16,4.0357E2,1,1,1,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
541,318372,A0P8Z5|UIMC1_PIG,34.41,2,2,8.3667E2,1,1,1,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
