Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 17,Area Sample 17,#Peptides,#Unique,#Spec Sample 17,PTM,Avg. Mass,Description
9,24,P29700|FETUA_PIG,159.45,22,22,5.3038E4,9,9,88,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
30,1861,O46409|APOA4_PIG,145.41,7,7,1.934E3,7,7,8,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
24,77,Q95274|TYB4_PIG,141.65,57,57,7.169E3,7,7,14,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
25,84,P62936|PPIA_PIG,137.42,20,20,7.7179E3,6,6,12,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
31,25,O02705|HS90A_PIG,133.86,9,9,1.564E3,4,4,7,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
28,56,P10668|COF1_PIG,128.98,18,18,6.3028E3,7,7,9,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
22,133,Q95JC9|PRP_PIG,124.88,4,4,5.4574E3,6,4,18,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
29,593,O02668|ITIH2_PIG,120.37,5,5,5.6631E3,4,4,9,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
23,63,P79263|ITIH4_PIG,119.26,4,4,8.0583E3,4,4,15,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
49,1705,Q8MJ49|OSTF1_PIG,118.35,7,7,2.4859E3,2,2,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
35,286,P48819|VTNC_PIG,117.94,7,7,4.5706E3,4,4,5,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
32,14,P00355|G3P_PIG,111.32,14,14,7.0791E3,5,5,7,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
27,33,P08835|ALBU_PIG,110.23,6,6,2.4283E3,5,5,9,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
48,81,O19084|CDSN_PIG,109.05,18,18,8.0489E2,3,3,3,Oxidation (M),21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
41,37,Q5S1U1|HSPB1_PIG,105.86,20,20,2.3946E3,3,3,4,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
20,34,A5D9M6|BAG6_PIG,103.11,1,1,6.4739E3,4,2,18,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
20,70,O62651|WT1_PIG,103.11,2,2,6.4739E3,4,2,18,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
20,97,P08001|ACRO_PIG,103.11,3,3,6.4739E3,4,2,18,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
51,697,P62901|RL31_PIG,102.19,18,18,2.1563E2,3,3,3,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
39,177,Q2XVP4|TBA1B_PIG,101.41,5,5,8.7038E2,2,2,4,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
39,185,P02550|TBA1A_PIG,101.41,5,5,8.7038E2,2,2,4,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
26,59,P06867|PLMN_PIG,99.86,3,3,8.3454E3,3,3,9,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
37,53,Q9GLP1|FA5_PIG,97.76,2,2,7.466E2,3,3,4,Oxidation (M),256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
43,148,P21692|MMP1_PIG,97.01,6,6,2.4135E2,2,2,3,Oxidation (M),53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
47,46,P14632|TRFL_PIG,91.96,4,4,4.0786E2,3,3,3,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
40,136,P53714|ITB2_PIG,89.90,4,4,1.5239E3,3,3,4,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
34,85,P80021|ATPA_PIG,89.49,5,5,2.0147E2,2,2,5,,59688,ATP synthase subunit alpha  mitochondrial OS=Sus scrofa OX=9823 GN=ATP5F1A PE=1 SV=2
44,516,P20305|GELS_PIG,84.26,4,4,2.8112E2,2,2,3,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
15,47,O97507|FA12_PIG,84.06,3,3,4.1613E5,2,2,45,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
58,48,Q8SPS7|HPT_PIG,80.21,9,9,2.0077E3,2,2,2,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
52,190,P50390|TTHY_PIG,78.53,11,11,8.1109E2,2,2,3,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
54,83,P50447|A1AT_PIG,70.08,4,4,7.2433E2,1,1,2,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
61,16,P62802|H4_PIG,67.64,17,17,2.2946E2,2,2,2,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
63,715,P02725|GLPA_PIG,66.76,18,18,3.9603E2,2,2,2,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
65,863,Q29214|RLA0_PIG,64.60,5,5,7.5478E2,1,1,1,,34359,60S acidic ribosomal protein P0 OS=Sus scrofa OX=9823 GN=RPLP0 PE=1 SV=2
36,108,P80310|S10AC_PIG,63.13,15,15,4.2456E3,1,1,5,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
42,2612,P21753|TYB10_PIG,62.76,33,33,8.1555E2,1,1,4,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
79,280,P67985|RL22_PIG,62.33,11,11,2.1188E3,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
59,696,Q7SIB7|PGK1_PIG,61.68,4,4,1.6159E2,1,1,2,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
59,517,Q6RI85|PGK2_PIG,61.68,4,4,1.6159E2,1,1,2,,44895,Phosphoglycerate kinase 2 OS=Sus scrofa OX=9823 GN=PGK2 PE=2 SV=3
80,76,Q29308|RS19_PIG,59.36,10,10,4.3818E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
45,197,Q9TV61|MYH1_PIG,58.57,1,1,6.8021E1,1,1,3,,223171,Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1
45,272,P79293|MYH7_PIG,58.57,1,1,6.8021E1,1,1,3,,223296,Myosin-7 OS=Sus scrofa OX=9823 GN=MYH7 PE=1 SV=2
45,250,Q9TV63|MYH2_PIG,58.57,1,1,6.8021E1,1,1,3,,223148,Myosin-2 OS=Sus scrofa OX=9823 GN=MYH2 PE=2 SV=1
45,147,Q9TV62|MYH4_PIG,58.57,1,1,6.8021E1,1,1,3,,223234,Myosin-4 OS=Sus scrofa OX=9823 GN=MYH4 PE=2 SV=1
50,766,Q9GLP2|PROC_PIG,56.80,3,3,5.0925E3,1,1,3,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
62,1924,Q007T2|CDC42_PIG,53.01,7,7,1.0883E2,1,1,2,Oxidation (M),21259,Cell division control protein 42 homolog OS=Sus scrofa OX=9823 GN=CDC42 PE=2 SV=2
55,38,Q3BDI7|DSG1_PIG,52.20,2,2,6.8349E2,1,1,2,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
73,667,P00791|PEPA_PIG,49.63,4,4,8.3167E2,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
72,535,Q866Y3|PGRP2_PIG,48.62,3,3,0,1,1,1,,64594,N-acetylmuramoyl-L-alanine amidase OS=Sus scrofa OX=9823 GN=PGLYRP2 PE=2 SV=1
78,2631,Q95281|RL29_PIG,46.49,16,16,1.1868E2,1,1,1,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
53,42,C0HL13|LRP2_PIG,44.09,1,1,4.0387E3,1,1,2,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
56,73,A0P8Z5|UIMC1_PIG,43.16,2,2,2.4208E3,1,1,2,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
77,1703,Q07717|B2MG_PIG,42.51,7,7,1.9895E2,1,1,1,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
46,168,Q27HV0|OGT1_PIG,42.28,1,1,6.3716E4,1,1,3,,116923,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Sus scrofa OX=9823 GN=OGT PE=2 SV=1
57,61,P06348|H1T_PIG,42.25,5,5,1.4385E3,1,1,2,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
74,669,P08059|G6PI_PIG,40.57,2,2,4.2097E4,1,1,1,,63126,Glucose-6-phosphate isomerase OS=Sus scrofa OX=9823 GN=GPI PE=1 SV=3
76,302,P80015|CAP7_PIG,39.74,6,6,0,1,1,1,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
60,189,Q8SQ26|CRYL1_PIG,38.21,9,9,5.4906E2,1,1,2,,35128,Lambda-crystallin homolog OS=Sus scrofa OX=9823 GN=CRYL1 PE=2 SV=3
67,79,P29804|ODPA_PIG,37.39,3,3,1.5104E4,1,1,1,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
