Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 11,Area Sample 11,#Peptides,#Unique,#Spec Sample 11,PTM,Avg. Mass,Description
19,26,P19619|ANXA1_PIG,282.23,10,10,4.0263E4,15,15,29,,38759,Annexin A1 OS=Sus scrofa OX=9823 GN=ANXA1 PE=1 SV=3
14,29,P01025|CO3_PIG,273.76,4,4,1.2898E5,22,22,47,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
17,36,P0DSO0|SAA2_PIG,270.22,50,50,6.494E4,20,20,38,,14418,Serum amyloid A-2 protein OS=Sus scrofa OX=9823 GN=SAA2 PE=3 SV=1
15,28,P08835|ALBU_PIG,252.03,20,20,5.3924E4,30,30,40,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
18,11,P02543|VIME_PIG,248.54,26,26,1.7422E4,27,27,30,Oxidation (M),53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
11,20,P29700|FETUA_PIG,239.67,23,23,1.672E5,24,24,101,Oxidation (M),38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
22,37,Q29549|CLUS_PIG,235.25,18,18,1.0252E4,13,13,20,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
27,47,O46409|APOA4_PIG,233.28,10,10,1.0052E4,9,9,14,,43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
20,449,P48819|VTNC_PIG,232.99,9,9,3.5863E4,13,13,25,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
21,45,Q95274|TYB4_PIG,218.96,57,57,1.5363E5,12,12,20,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
25,88,P06867|PLMN_PIG,212.34,5,5,2.5625E4,13,13,17,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
24,38,O02668|ITIH2_PIG,200.12,13,13,1.7014E4,12,12,17,Oxidation (M),104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
23,31,P62936|PPIA_PIG,196.04,23,23,2.0232E4,10,10,18,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
28,18,P00355|G3P_PIG,186.65,28,28,1.6588E4,10,10,12,Oxidation (M),35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
32,978,P62901|RL31_PIG,183.00,26,26,2.7579E3,4,4,10,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
30,35,Q767L7|TBB5_PIG,171.54,17,17,4.5982E3,9,9,10,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
31,2149,P0DSN9|SAA4_PIG,167.86,23,23,1.8905E3,8,8,10,Oxidation (M),14591,Serum amyloid A-4 protein OS=Sus scrofa OX=9823 GN=SAA4 PE=3 SV=1
26,1710,P62802|H4_PIG,164.65,50,50,3.0947E4,6,6,17,Oxidation (M),11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
49,85,Q8MJ49|OSTF1_PIG,160.66,24,24,1.2611E3,4,4,4,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
33,554,P02725|GLPA_PIG,158.53,18,18,1.1273E4,6,6,10,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
35,40,P53714|ITB2_PIG,154.18,5,5,2.8062E3,8,8,9,Oxidation (M),84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
36,130,P06348|H1T_PIG,146.97,7,7,1.1047E4,5,5,9,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
42,156,P14632|TRFL_PIG,140.37,3,3,1.0502E3,3,3,5,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
29,69,P79263|ITIH4_PIG,134.91,5,5,1.1547E4,4,4,11,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
41,303,P29269|MYL9_PIG,131.71,25,25,2.542E3,5,5,6,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
40,2500,Q07717|B2MG_PIG,116.07,24,24,3.479E3,5,5,6,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
37,41,Q5S1U1|HSPB1_PIG,114.21,26,26,5.3609E3,4,4,8,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
47,55,P50390|TTHY_PIG,111.25,11,11,3.2052E3,3,3,4,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
43,259,Q71LE2|H33_PIG,105.72,18,18,1.0518E4,3,3,5,Oxidation (M),15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
44,33,Q9GLP1|FA5_PIG,104.15,1,1,1.3496E3,3,3,4,Oxidation (M),256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
45,331,Q6VFT6|FOXL2_PIG,99.09,4,4,1.4233E3,2,2,4,,38918,Forkhead box protein L2 OS=Sus scrofa OX=9823 GN=FOXL2 PE=3 SV=1
55,504,P12675|ICAL_PIG,98.72,2,2,3.0409E2,2,2,2,,77124,Calpastatin OS=Sus scrofa OX=9823 GN=CAST PE=1 SV=1
48,2407,P80015|CAP7_PIG,92.91,9,9,1.1225E3,3,3,4,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
92,32,P80272|HMGN2_PIG,92.54,14,14,5.0444E2,1,1,1,,9379,Non-histone chromosomal protein HMG-17 OS=Sus scrofa OX=9823 GN=HMGN2 PE=1 SV=2
34,53,A5D9M6|BAG6_PIG,89.74,2,2,4.8326E3,3,2,9,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
50,58,P34930|HS71A_PIG,89.26,2,2,0,3,3,3,,70083,Heat shock 70 kDa protein 1A OS=Sus scrofa OX=9823 GN=HSPA1A PE=3 SV=1
50,57,Q6S4N2|HS71B_PIG,89.26,2,2,0,3,3,3,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
50,148,A5A8V7|HS71L_PIG,89.26,2,2,0,3,3,3,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
59,776,O02705|HS90A_PIG,88.18,3,3,3.1436E2,1,1,2,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
46,418,P51779|CFAD_PIG,80.70,9,9,1.5341E3,2,2,4,,27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
52,742,Q9TTK7|OLR1_PIG,80.45,5,5,1.7391E3,3,3,3,,31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
57,34,P10668|COF1_PIG,79.76,13,13,3.2019E3,2,2,2,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
65,574,P67985|RL22_PIG,72.62,11,11,4.1867E2,1,1,2,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
74,715,P16469|LOX15_PIG,70.61,2,2,1.6726E2,1,1,1,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
58,1400,O62787|GTR3_PIG,69.13,6,6,8.5951E2,2,2,2,Oxidation (M),53963,Solute carrier family 2  facilitated glucose transporter member 3 OS=Sus scrofa OX=9823 GN=SLC2A3 PE=2 SV=2
79,163,O79876|COX1_PIG,68.91,2,2,0,1,1,1,,56958,Cytochrome c oxidase subunit 1 OS=Sus scrofa OX=9823 GN=MT-CO1 PE=3 SV=2
39,321,O97507|FA12_PIG,68.88,2,2,1.9452E4,1,1,7,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
63,633,A0PFK5|CAZA1_PIG,68.35,5,5,7.7538E3,2,2,2,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
63,164,Q29221|CAZA2_PIG,68.35,5,5,7.7538E3,2,2,2,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
51,50,Q95JC9|PRP_PIG,66.69,4,4,4.9043E2,2,1,3,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
106,743,Q29308|RS19_PIG,64.95,10,10,4.9621E2,1,1,1,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
87,80,Q8SPS7|HPT_PIG,62.80,4,4,2.5317E3,1,1,1,,38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
97,177,Q9GLP2|PROC_PIG,60.39,3,3,2.7219E3,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
54,1960,Q08094|CNN2_PIG,59.54,6,6,5.7879E2,2,2,2,Oxidation (M),32030,Calponin-2 (Fragment) OS=Sus scrofa OX=9823 GN=CNN2 PE=2 SV=1
61,653,P50447|A1AT_PIG,56.92,4,4,3.0596E2,2,2,2,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
104,15461,P59083|PHP14_PIG,56.84,11,11,1.5942E3,1,1,1,,13932,14 kDa phosphohistidine phosphatase OS=Sus scrofa OX=9823 GN=PHPT1 PE=1 SV=2
85,49,P02550|TBA1A_PIG,55.53,4,4,1.0046E2,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
85,71,Q2XVP4|TBA1B_PIG,55.53,4,4,1.0046E2,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
86,1966,P80310|S10AC_PIG,50.98,15,15,1.5799E2,1,1,1,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
105,2106,Q007T2|CDC42_PIG,50.07,7,7,2.0898E2,1,1,1,Oxidation (M),21259,Cell division control protein 42 homolog OS=Sus scrofa OX=9823 GN=CDC42 PE=2 SV=2
98,618,Q8HYA9|GKN1_PIG,49.83,11,11,0,1,1,1,,20104,Gastrokine-1 OS=Sus scrofa OX=9823 GN=GKN1 PE=1 SV=3
56,921,Q9TUQ3|CO7_PIG,47.23,1,1,4.0601E3,1,1,2,,93062,Complement component C7 OS=Sus scrofa OX=9823 GN=C7 PE=1 SV=1
100,2140,C5HGF3|TMCO1_PIG,46.88,6,6,0,1,1,1,,21175,Calcium load-activated calcium channel OS=Sus scrofa OX=9823 GN=TMCO1 PE=2 SV=1
60,497,A0P8Z5|UIMC1_PIG,46.82,2,2,3.2891E3,1,1,2,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
64,346,Q8SQ26|CRYL1_PIG,44.86,9,9,1.1146E3,1,1,2,,35128,Lambda-crystallin homolog OS=Sus scrofa OX=9823 GN=CRYL1 PE=2 SV=3
83,122,P20305|GELS_PIG,44.52,2,2,6.4514E2,1,1,1,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
62,1284,Q5U9S1|MBL1_PIG,42.55,5,5,1.0132E2,1,1,2,Oxidation (M),26489,Mannose-binding protein A OS=Sus scrofa OX=9823 GN=MBL1 PE=1 SV=1
91,91,O19084|CDSN_PIG,42.38,5,5,8.5597E2,1,1,1,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
96,305,P50441|GATM_PIG,42.32,2,2,7.7089E3,1,1,1,,48360,Glycine amidinotransferase  mitochondrial OS=Sus scrofa OX=9823 GN=GATM PE=1 SV=2
95,1511,Q75ZH0|CCRL2_PIG,41.30,4,4,3.9124E2,1,1,1,,40592,Chemokine C-C motif receptor-like 2 OS=Sus scrofa OX=9823 GN=CCRL2 PE=2 SV=1
107,486,Q9TSX9|PRDX6_PIG,41.15,8,8,2.2644E2,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
108,1659,Q03472|APOR_PIG,40.26,5,5,0,1,1,1,,22724,Apolipoprotein R OS=Sus scrofa OX=9823 GN=APOR PE=1 SV=1
66,124,Q9TV36|FBN1_PIG,40.23,0,0,0,1,1,1,,312699,Fibrillin-1 OS=Sus scrofa OX=9823 GN=FBN1 PE=2 SV=1
53,43,C0HL13|LRP2_PIG,39.47,1,1,1.5607E4,1,1,2,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
76,448,Q7YR76|MYCD_PIG,38.90,1,1,3.0003E3,1,1,1,,100652,Myocardin OS=Sus scrofa OX=9823 GN=MYOCD PE=2 SV=1
103,433,Q6PQZ1|AQP1_PIG,38.10,6,6,1.9459E3,1,1,1,Oxidation (M),28679,Aquaporin-1 OS=Sus scrofa OX=9823 GN=AQP1 PE=2 SV=3
88,1111,Q29016|ACRBP_PIG,37.65,1,1,0,1,1,1,,60827,Acrosin-binding protein OS=Sus scrofa OX=9823 GN=ACRBP PE=1 SV=2
99,2541,Q29100|UPTI_PIG,37.36,7,7,5.0623E2,1,1,1,,13109,Uterine plasmin/trypsin inhibitor OS=Sus scrofa OX=9823 PE=1 SV=1
93,1161,P10859|HPLN1_PIG,36.53,3,3,2.1271E2,1,1,1,,40261,Hyaluronan and proteoglycan link protein 1 OS=Sus scrofa OX=9823 GN=HAPLN1 PE=2 SV=1
84,194,P09623|DLDH_PIG,36.44,3,3,6.0112E2,1,1,1,,54185,Dihydrolipoyl dehydrogenase  mitochondrial OS=Sus scrofa OX=9823 GN=DLD PE=1 SV=1
78,116,Q767M0|PPR18_PIG,35.83,1,1,6.323E3,1,1,1,,67962,Phostensin OS=Sus scrofa OX=9823 GN=PPP1R18 PE=3 SV=1
82,173,Q6KEQ9|PC11X_PIG,35.41,1,1,4.7196E4,1,1,1,,123364,Protocadherin-11 X-linked OS=Sus scrofa OX=9823 GN=PCDH11X PE=2 SV=1
80,150,O77696|AT2A3_PIG,35.32,3,3,1.2504E3,1,1,1,Oxidation (M),109328,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Sus scrofa OX=9823 GN=ATP2A3 PE=2 SV=2
