Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 25,Area Sample 25,#Peptides,#Unique,#Spec Sample 25,PTM,Avg. Mass,Description
36,1882,P12682|HMGB1_PIG,117.11,19,19,0,5,1,10,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
27,640,Q29052|ITIH1_PIG,116.57,3,3,2.4206E4,5,5,15,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
41,59,P06867|PLMN_PIG,108.53,2,2,6.2397E3,4,4,6,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
34,82,Q29549|CLUS_PIG,103.55,14,14,7.2909E3,6,6,10,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
54,148,P21692|MMP1_PIG,102.81,6,6,7.0303E2,2,2,2,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
38,136,P53714|ITB2_PIG,101.35,4,4,2.892E3,6,6,9,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
51,1705,Q8MJ49|OSTF1_PIG,100.68,15,15,2.455E3,3,3,3,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
40,1665,P02101|HBE_PIG,98.25,24,24,0,4,1,6,,16095,Hemoglobin subunit epsilon OS=Sus scrofa OX=9823 GN=HBE1 PE=1 SV=3
61,699,Q71LE2|H33_PIG,95.64,19,19,2.2478E3,2,2,2,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
46,1287,Q9GK37|CBG_PIG,95.53,8,8,1.056E4,2,2,5,Oxidation (M),45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
43,84,P62936|PPIA_PIG,94.29,14,14,4.3911E3,4,4,6,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
39,516,P20305|GELS_PIG,82.74,5,5,6.6092E3,3,3,7,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
28,2614,P50828|HEMO_PIG,70.79,2,2,5.5748E4,2,2,13,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
52,286,P48819|VTNC_PIG,68.33,3,3,1.1369E3,3,3,3,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
44,34,A5D9M6|BAG6_PIG,67.34,1,1,1.2929E3,2,1,5,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
44,39,P0DW16|RBM20_PIG,67.34,1,1,1.2929E3,2,1,5,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
44,70,O62651|WT1_PIG,67.34,2,2,1.2929E3,2,1,5,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
44,97,P08001|ACRO_PIG,67.34,2,2,1.2929E3,2,1,5,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
44,65,Q9BEA8|TNFL6_PIG,67.34,3,3,1.2929E3,2,1,5,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
80,56,P10668|COF1_PIG,67.17,10,10,6.5406E2,1,1,1,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
57,133,Q95JC9|PRP_PIG,65.07,4,4,1.7283E3,2,1,2,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
67,197,Q9TV61|MYH1_PIG,58.23,1,1,0,1,1,1,,223171,Myosin-1 OS=Sus scrofa OX=9823 GN=MYH1 PE=2 SV=1
67,272,P79293|MYH7_PIG,58.23,1,1,0,1,1,1,,223296,Myosin-7 OS=Sus scrofa OX=9823 GN=MYH7 PE=1 SV=2
67,147,Q9TV62|MYH4_PIG,58.23,1,1,0,1,1,1,,223234,Myosin-4 OS=Sus scrofa OX=9823 GN=MYH4 PE=2 SV=1
67,250,Q9TV63|MYH2_PIG,58.23,1,1,0,1,1,1,,223148,Myosin-2 OS=Sus scrofa OX=9823 GN=MYH2 PE=2 SV=1
62,436,Q9TTK7|OLR1_PIG,53.44,5,5,2.0432E3,1,1,2,Oxidation (M),31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
60,766,Q9GLP2|PROC_PIG,51.84,3,3,1.9804E3,1,1,2,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
47,190,P50390|TTHY_PIG,51.73,14,14,2.4412E3,1,1,5,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
29,47,O97507|FA12_PIG,51.72,2,2,3.9515E4,1,1,13,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
91,715,P02725|GLPA_PIG,48.17,18,18,1.0266E3,1,1,1,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
88,875,P04574|CPNS1_PIG,45.05,6,6,2.8583E2,1,1,1,,28068,Calpain small subunit 1 OS=Sus scrofa OX=9823 GN=CAPNS1 PE=1 SV=1
59,2938,Q29100|UPTI_PIG,42.79,7,7,2.0023E3,1,1,2,,13109,Uterine plasmin/trypsin inhibitor OS=Sus scrofa OX=9823 PE=1 SV=1
76,620,Q28998|ADRB1_PIG,38.78,3,3,3.0774E2,1,1,1,Oxidation (M),50098,Beta-1 adrenergic receptor OS=Sus scrofa OX=9823 GN=ADRB1 PE=2 SV=2
89,1933,P39037|CASB_PIG,38.47,3,3,0,1,1,1,,25949,Beta-casein OS=Sus scrofa OX=9823 GN=CSN2 PE=1 SV=1
48,42,C0HL13|LRP2_PIG,38.38,1,1,3.3044E3,1,1,3,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
84,1095,Q8WNE9|BAALC_PIG,38.17,5,5,0,1,1,1,,15401,Brain and acute leukemia cytoplasmic protein OS=Sus scrofa OX=9823 GN=BAALC PE=2 SV=3
85,81,O19084|CDSN_PIG,38.03,5,5,5.6534E2,1,1,1,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
50,79,P29804|ODPA_PIG,37.75,3,3,0,1,1,3,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
79,356,O77696|AT2A3_PIG,37.72,2,2,2.3044E2,1,1,1,Oxidation (M),109328,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Sus scrofa OX=9823 GN=ATP2A3 PE=2 SV=2
90,1635,Q9TSX9|PRDX6_PIG,37.67,7,7,1.2212E2,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
83,582,Q19S50|STAT3_PIG,36.98,2,2,5.9886E3,1,1,1,Oxidation (M),88067,Signal transducer and activator of transcription 3 OS=Sus scrofa OX=9823 GN=STAT3 PE=1 SV=1
82,1771,P51779|CFAD_PIG,36.86,6,6,7.7929E2,1,1,1,Oxidation (M),27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
86,2613,Q4A1L5|BECN1_PIG,36.72,3,3,8.1989E1,1,1,1,,51759,Beclin-1 OS=Sus scrofa OX=9823 GN=BECN1 PE=1 SV=1
78,253,Q9TRC7|AOC1_PIG,35.98,2,2,5.4418E2,1,1,1,Oxidation (M),85475,Amiloride-sensitive amine oxidase [copper-containing] OS=Sus scrofa OX=9823 GN=AOC1 PE=1 SV=3
87,3117,O46655|WAP_PIG,35.24,6,6,1.1986E3,1,1,1,,13956,Whey acidic protein OS=Sus scrofa OX=9823 GN=WAP PE=1 SV=1
75,1084,Q5I2M3|TLR9_PIG,34.96,1,1,6.5553E3,1,1,1,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
71,329,O18866|KCMA1_PIG,34.38,2,2,9.2976E3,1,1,1,,129006,Calcium-activated potassium channel subunit alpha-1 (Fragment) OS=Sus scrofa OX=9823 GN=KCNMA1 PE=2 SV=2
73,40,Q29099|PTBP1_PIG,33.77,3,3,3.4951E2,1,1,1,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
