Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 44,Area Sample 44,#Peptides,#Unique,#Spec Sample 44,PTM,Avg. Mass,Description
1,419908,tr|F1RX36|F1RX36_PIG,319.06,34,34,2.0931E6,137,137,535,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,419909,tr|F1RX37|F1RX37_PIG,312.63,14,14,9.0477E5,76,76,391,,60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
24,318386,P62936|PPIA_PIG,63.06,9,9,4.6978E2,2,2,3,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
11,319760,O97507|FA12_PIG,51.60,2,2,9.2531E3,1,1,12,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
26,320378,Q07717|B2MG_PIG,50.55,8,8,6.2091E2,1,1,2,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
27,319158,P00791|PEPA_PIG,48.66,4,4,2.2886E2,1,1,1,,41262,Pepsin A OS=Sus scrofa OX=9823 GN=PGA PE=1 SV=3
34,318428,P00355|G3P_PIG,44.68,5,5,9.3684E2,1,1,1,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
30,318934,P02550|TBA1A_PIG,40.44,3,3,1.4818E2,1,1,1,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
30,318935,Q2XVP4|TBA1B_PIG,40.44,3,3,1.4818E2,1,1,1,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
25,319007,Q29052|ITIH1_PIG,39.20,1,1,3.1111E2,1,1,2,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
32,318839,Q71LE2|H33_PIG,38.12,7,7,9.4127E2,1,1,1,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
36,320402,P02725|GLPA_PIG,37.80,18,18,6.0289E1,1,1,1,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
37,318557,P62802|H4_PIG,37.21,14,14,2.1598E2,1,1,1,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
31,320063,P08835|ALBU_PIG,37.14,2,2,0,1,1,1,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
29,318328,P01025|CO3_PIG,37.12,1,1,0,1,1,1,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
38,319612,Q9GLP2|PROC_PIG,36.04,3,3,6.8858E1,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
22,318372,A0P8Z5|UIMC1_PIG,34.42,2,2,3.7348E2,1,1,3,,79863,BRCA1-A complex subunit RAP80 OS=Sus scrofa OX=9823 GN=UIMC1 PE=1 SV=1
35,318677,O19084|CDSN_PIG,32.42,5,5,7.597E1,1,1,1,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
28,318706,Q29073|PTGR1_PIG,31.96,3,3,3.0151E2,1,1,1,,35762,Prostaglandin reductase 1 OS=Sus scrofa OX=9823 GN=PTGR1 PE=1 SV=1
