Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 60,Area Sample 60,#Peptides,#Unique,#Spec Sample 60,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,770.43,52,52,1.2694E7,660,660,2838,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
2,6,tr|F1RX37|F1RX37_PIG,617.96,29,29,9.6197E6,140,140,1309,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
16,48,Q8SPS7|HPT_PIG,226.69,13,13,5.3871E5,7,7,105,Oxidation (M),38482,Haptoglobin OS=Sus scrofa OX=9823 GN=HP PE=1 SV=1
31,59,P06867|PLMN_PIG,213.64,2,2,2.6315E4,11,11,20,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
38,148,P21692|MMP1_PIG,206.07,7,7,6.7901E3,7,7,9,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
46,1705,Q8MJ49|OSTF1_PIG,198.69,16,16,3.814E3,5,5,6,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
37,696,Q7SIB7|PGK1_PIG,197.46,10,10,7.1236E3,5,5,10,Oxidation (M),44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
34,5221,P12309|GLRX1_PIG,197.33,27,27,4.8011E3,9,9,13,,11828,Glutaredoxin-1 OS=Sus scrofa OX=9823 GN=GLRX PE=1 SV=2
30,2612,P21753|TYB10_PIG,184.44,57,57,9.6446E4,6,6,21,,4823,Thymosin beta-10 OS=Sus scrofa OX=9823 GN=TMSB10 PE=1 SV=2
35,1861,O46409|APOA4_PIG,173.52,21,21,5.2338E3,6,6,12,Oxidation (M),43294,Apolipoprotein A-IV OS=Sus scrofa OX=9823 GN=APOA4 PE=2 SV=1
32,489,P17741|HMGB2_PIG,160.52,40,40,1.2768E4,11,11,16,Oxidation (M),24133,High mobility group protein B2 OS=Sus scrofa OX=9823 GN=HMGB2 PE=1 SV=2
33,47,O97507|FA12_PIG,152.62,7,7,5.2032E4,4,4,14,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
36,53,Q9GLP1|FA5_PIG,148.21,2,2,1.2244E4,7,7,11,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
44,29,Q767L7|TBB5_PIG,144.30,14,14,2.0153E3,6,6,6,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
50,802,P29269|MYL9_PIG,143.23,28,28,3.2094E3,6,6,6,Oxidation (M),19827,Myosin regulatory light polypeptide 9 OS=Sus scrofa OX=9823 GN=MYL9 PE=1 SV=2
39,56,P10668|COF1_PIG,140.06,35,35,8.1786E3,6,6,8,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
53,76,Q29308|RS19_PIG,136.30,14,14,6.2087E3,4,4,5,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
54,96,P16469|LOX15_PIG,135.28,2,2,8.4107E3,4,4,4,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
52,697,P62901|RL31_PIG,134.92,35,35,2.7296E3,5,5,5,Oxidation (M),14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
47,190,P50390|TTHY_PIG,129.09,14,14,4.627E3,4,4,6,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
49,1070,P14332|6PGD_PIG,128.44,7,7,3.3083E3,3,3,6,,27806,6-phosphogluconate dehydrogenase  decarboxylating (Fragment) OS=Sus scrofa OX=9823 GN=PGD PE=2 SV=3
56,46,P14632|TRFL_PIG,112.16,4,4,4.0164E3,3,3,4,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
55,136,P53714|ITB2_PIG,112.01,4,4,3.8585E3,3,3,4,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
42,40,Q29099|PTBP1_PIG,110.11,5,5,1.9495E3,5,5,7,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
41,593,O02668|ITIH2_PIG,109.04,5,5,4.5309E2,4,4,7,,104622,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Sus scrofa OX=9823 GN=ITIH2 PE=2 SV=1
48,699,Q71LE2|H33_PIG,108.97,21,21,1.1746E4,4,4,6,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
65,108,P80310|S10AC_PIG,99.27,25,25,4.7135E3,3,3,3,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
61,177,Q2XVP4|TBA1B_PIG,95.20,3,3,3.5919E3,2,2,3,,50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
61,185,P02550|TBA1A_PIG,95.20,3,3,3.5919E3,2,2,3,,50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
74,37,Q5S1U1|HSPB1_PIG,90.92,15,15,4.1092E3,2,2,2,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
51,16,P62802|H4_PIG,88.67,35,35,9.7407E3,4,4,5,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
62,766,Q9GLP2|PROC_PIG,88.63,3,3,1.8799E4,1,1,3,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
40,2614,P50828|HEMO_PIG,83.02,2,2,1.5967E4,2,2,8,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
80,731,A0PFK5|CAZA1_PIG,80.51,8,8,3.8213E3,2,2,2,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
80,90,Q29221|CAZA2_PIG,80.51,8,8,3.8213E3,2,2,2,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
28,50,Q6R2V0|WNK1_PIG,79.87,1,1,1.1809E3,3,2,23,,248973,Serine/threonine-protein kinase WNK1 OS=Sus scrofa OX=9823 GN=WNK1 PE=2 SV=3
87,2902,P80031|GSTP1_PIG,79.12,5,5,3.5434E3,1,1,2,,23497,Glutathione S-transferase P OS=Sus scrofa OX=9823 GN=GSTP1 PE=1 SV=2
85,2631,Q95281|RL29_PIG,78.40,18,18,1.2016E3,2,2,2,,17498,60S ribosomal protein L29 OS=Sus scrofa OX=9823 GN=RPL29 PE=1 SV=4
72,83,P50447|A1AT_PIG,78.04,6,6,1.3735E3,2,2,2,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
63,60,P09571|TRFE_PIG,76.08,5,5,3.1953E2,2,2,3,,76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
79,1287,Q9GK37|CBG_PIG,75.45,6,6,1.28E3,2,2,2,,45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
45,373,Q6S4N2|HS71B_PIG,72.10,2,2,1.8039E3,2,2,6,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
45,299,P34930|HS71A_PIG,72.10,2,2,1.8039E3,2,2,6,,70083,Heat shock 70 kDa protein 1A OS=Sus scrofa OX=9823 GN=HSPA1A PE=3 SV=1
45,438,A5A8V7|HS71L_PIG,72.10,2,2,1.8039E3,2,2,6,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
81,2624,P60662|MYL6_PIG,70.19,17,17,2.2226E2,2,2,2,Oxidation (M),16930,Myosin light polypeptide 6 OS=Sus scrofa OX=9823 GN=MYL6 PE=1 SV=2
57,286,P48819|VTNC_PIG,70.19,5,5,1.9869E3,2,2,4,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
64,1736,Q2LE37|APOM_PIG,68.47,12,12,0,1,1,3,,21241,Apolipoprotein M OS=Sus scrofa OX=9823 GN=APOM PE=2 SV=1
120,25,O02705|HS90A_PIG,66.05,3,3,5.1206E2,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
78,933,Q29593|TALDO_PIG,65.27,9,9,2.1751E4,2,2,2,Oxidation (M),37418,Transaldolase OS=Sus scrofa OX=9823 GN=TALDO1 PE=2 SV=2
43,133,Q95JC9|PRP_PIG,62.31,2,2,6.9661E3,1,1,7,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
68,34,A5D9M6|BAG6_PIG,61.68,4,4,1.1347E3,2,2,2,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
139,1924,Q007T2|CDC42_PIG,57.91,9,9,1.6035E2,1,1,1,,21259,Cell division control protein 42 homolog OS=Sus scrofa OX=9823 GN=CDC42 PE=2 SV=2
76,640,Q29052|ITIH1_PIG,55.35,2,2,1.7039E3,2,2,2,,100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
136,280,P67985|RL22_PIG,54.62,11,11,3.8561E2,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
83,1665,P02101|HBE_PIG,52.98,16,16,0,2,1,2,,16095,Hemoglobin subunit epsilon OS=Sus scrofa OX=9823 GN=HBE1 PE=1 SV=3
121,978,P79303|UGPA_PIG,50.32,3,3,8.0528E2,1,1,1,Oxidation (M),56961,UTP--glucose-1-phosphate uridylyltransferase OS=Sus scrofa OX=9823 GN=UGP2 PE=2 SV=3
77,535,Q866Y3|PGRP2_PIG,49.28,3,3,1.0588E3,1,1,2,,64594,N-acetylmuramoyl-L-alanine amidase OS=Sus scrofa OX=9823 GN=PGLYRP2 PE=2 SV=1
140,1419,P00339|LDHA_PIG,49.07,4,4,2.785E2,1,1,1,,36619,L-lactate dehydrogenase A chain OS=Sus scrofa OX=9823 GN=LDHA PE=1 SV=3
66,105,P16960|RYR1_PIG,48.63,1,1,8.7163E3,2,1,2,,565340,Ryanodine receptor 1 OS=Sus scrofa OX=9823 GN=RYR1 PE=2 SV=2
82,1931,Q9GKE2|CXL16_PIG,48.43,10,10,1.1976E3,1,1,2,,27570,C-X-C motif chemokine 16 OS=Sus scrofa OX=9823 GN=CXCL16 PE=2 SV=1
134,1635,Q9TSX9|PRDX6_PIG,45.86,4,4,4.3356E2,1,1,1,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
107,464,O77633|ADA10_PIG,45.33,2,2,5.0809E2,1,1,1,,84383,Disintegrin and metalloproteinase domain-containing protein 10 OS=Sus scrofa OX=9823 GN=ADAM10 PE=2 SV=2
102,127,F1SPM8|AAK1_PIG,42.21,1,1,1.8964E2,1,1,1,,104310,AP2-associated protein kinase 1 OS=Sus scrofa OX=9823 GN=AAK1 PE=2 SV=2
59,516,P20305|GELS_PIG,41.64,2,2,9.9271E2,1,1,3,,84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
84,1611,Q29307|ATIF1_PIG,39.37,14,14,4.774E2,1,1,2,,12184,ATPase inhibitor  mitochondrial OS=Sus scrofa OX=9823 GN=ATP5IF1 PE=1 SV=2
131,302,P80015|CAP7_PIG,39.26,5,5,0,1,1,1,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
132,1703,Q07717|B2MG_PIG,38.58,7,7,9.9131E2,1,1,1,,13362,Beta-2-microglobulin OS=Sus scrofa OX=9823 GN=B2M PE=1 SV=1
58,1095,Q8WNE9|BAALC_PIG,38.35,5,5,0,1,1,4,,15401,Brain and acute leukemia cytoplasmic protein OS=Sus scrofa OX=9823 GN=BAALC PE=2 SV=3
110,332,Q865F1|MTP_PIG,38.26,1,1,2.1852E3,1,1,1,,99771,Microsomal triglyceride transfer protein large subunit OS=Sus scrofa OX=9823 GN=MTTP PE=2 SV=1
86,2687,Q3YLA6|SRSF1_PIG,37.95,5,5,0,1,1,2,,27745,Serine/arginine-rich splicing factor 1 OS=Sus scrofa OX=9823 GN=SRSF1 PE=2 SV=3
135,2615,Q6DUB7|STMN1_PIG,37.82,6,6,0,1,1,1,,17302,Stathmin OS=Sus scrofa OX=9823 GN=STMN1 PE=2 SV=3
115,1112,Q9TVC1|VATH_PIG,37.31,2,2,1.6946E4,1,1,1,,55850,V-type proton ATPase subunit H OS=Sus scrofa OX=9823 GN=ATP6V1H PE=1 SV=1
73,1084,Q5I2M3|TLR9_PIG,37.12,1,1,1.0018E4,1,1,2,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
69,150,Q2IA00|SPEF2_PIG,36.93,1,1,6.5478E4,1,1,2,,208803,Sperm flagellar protein 2 OS=Sus scrofa OX=9823 GN=SPEF2 PE=2 SV=1
97,1426,Q767M0|PPR18_PIG,36.85,3,3,1.6568E4,1,1,1,,67962,Phostensin OS=Sus scrofa OX=9823 GN=PPP1R18 PE=3 SV=1
88,42,C0HL13|LRP2_PIG,36.62,1,1,0,1,1,1,,521313,Low-density lipoprotein receptor-related protein 2 OS=Sus scrofa OX=9823 GN=LRP2 PE=1 SV=1
141,33588,Q7M2P1|STP3_PIG,36.52,13,13,1.6484E3,1,1,1,,9134,Spermatid nuclear transition protein 3 OS=Sus scrofa OX=9823 GN=TNP3 PE=1 SV=1
93,72,F1RWC3|CUBN_PIG,36.50,0,0,9.2978E2,1,1,1,,397368,Cubilin OS=Sus scrofa OX=9823 GN=CUBN PE=1 SV=3
127,1409,A1XQV4|TPM3_PIG,36.02,5,5,2.1795E2,1,1,1,,33058,Tropomyosin alpha-3 chain OS=Sus scrofa OX=9823 GN=TPM3 PE=2 SV=1
116,680,Q29016|ACRBP_PIG,35.77,4,4,1.3622E3,1,1,1,,60827,Acrosin-binding protein OS=Sus scrofa OX=9823 GN=ACRBP PE=1 SV=2
104,328,P47788|THOP1_PIG,35.37,1,1,3.6121E3,1,1,1,,78144,Thimet oligopeptidase OS=Sus scrofa OX=9823 GN=THOP1 PE=2 SV=2
129,1562,Q767L1|PRR3_PIG,34.97,19,19,3.2437E2,1,1,1,Oxidation (M),14259,Proline-rich protein 3 (Fragment) OS=Sus scrofa OX=9823 GN=PRR3 PE=4 SV=1
100,178,Q6KEQ9|PC11X_PIG,34.40,1,1,5.8696E5,1,1,1,,123364,Protocadherin-11 X-linked OS=Sus scrofa OX=9823 GN=PCDH11X PE=2 SV=1
138,3007,P63053|RL40_PIG,34.35,12,12,0,1,1,1,,14728,Ubiquitin-60S ribosomal protein L40 OS=Sus scrofa OX=9823 GN=UBA52 PE=1 SV=2
138,3009,P0CG68|UBC_PIG,34.35,3,3,0,1,1,1,,59993,Polyubiquitin-C OS=Sus scrofa OX=9823 GN=UBC PE=2 SV=1
109,86,Q9GKE7|CLCN5_PIG,34.21,2,2,8.5563E2,1,1,1,,90802,H(+)/Cl(-) exchange transporter 5 OS=Sus scrofa OX=9823 GN=CLCN5 PE=2 SV=2
128,921,A0A4X1TB62|DCTN4_PIG,33.55,2,2,1.8894E3,1,1,1,,52848,Dynactin subunit 4 OS=Sus scrofa OX=9823 GN=DCTN4 PE=1 SV=1
137,2090,P07802|KAP0_PIG,33.49,4,4,6.0374E2,1,1,1,,42922,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Sus scrofa OX=9823 GN=PRKAR1A PE=1 SV=2
60,79,P29804|ODPA_PIG,33.49,3,3,8.6039E4,1,1,3,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
119,714,O62640|PIAP_PIG,33.48,3,3,1.7428E4,1,1,1,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
122,1507,P00795|CATD_PIG,32.54,6,6,0,1,1,1,Oxidation (M),37295,Cathepsin D OS=Sus scrofa OX=9823 GN=CTSD PE=1 SV=2
105,592,Q0GFF6|RXRG_PIG,32.50,2,2,0,1,1,1,,50943,Retinoic acid receptor RXR-gamma OS=Sus scrofa OX=9823 GN=RXRG PE=2 SV=2
96,116,P12021|MUCAP_PIG,32.50,2,2,1.375E5,1,1,1,,109616,Apomucin (Fragment) OS=Sus scrofa OX=9823 PE=1 SV=2
125,877,O97580|SUCB1_PIG,32.33,3,3,1.1754E3,1,1,1,,46259,Succinate--CoA ligase [ADP-forming] subunit beta  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=SUCLA2 PE=2 SV=1
123,81,O19084|CDSN_PIG,32.21,4,4,5.4451E2,1,1,1,,21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
106,112,O02773|MA1A1_PIG,32.16,3,3,0,1,1,1,Oxidation (M),73197,Mannosyl-oligosaccharide 1 2-alpha-mannosidase IA OS=Sus scrofa OX=9823 GN=MAN1A1 PE=1 SV=1
99,209,Q767K9|PP1RA_PIG,31.95,2,2,7.4113E3,1,1,1,,97597,Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Sus scrofa OX=9823 GN=PPP1R10 PE=3 SV=1
