Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 16,Area Sample 16,#Peptides,#Unique,#Spec Sample 16,PTM,Avg. Mass,Description
29,56,P10668|COF1_PIG,215.03,49,49,4.2843E4,20,20,41,Oxidation (M),18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
33,60,P09571|TRFE_PIG,213.19,15,15,1.4624E5,12,12,27,Oxidation (M),76968,Serotransferrin OS=Sus scrofa OX=9823 GN=TF PE=1 SV=2
25,10,Q19AZ8|THRB_PIG,211.49,12,12,1.4471E5,25,25,56,Oxidation (M),70066,Prothrombin OS=Sus scrofa OX=9823 GN=F2 PE=2 SV=1
31,63,P79263|ITIH4_PIG,189.34,9,9,2.9793E4,16,16,37,Oxidation (M),102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
48,1705,Q8MJ49|OSTF1_PIG,185.86,15,15,1.1365E4,6,6,8,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
45,108,P80310|S10AC_PIG,183.76,40,40,1.0812E4,6,6,10,,10745,Protein S100-A12 OS=Sus scrofa OX=9823 GN=S100A12 PE=1 SV=2
34,31,P18650|APOE_PIG,179.03,25,25,3.0827E4,16,16,22,Oxidation (M),36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
38,1882,P12682|HMGB1_PIG,159.04,15,15,3.8385E3,8,2,17,,24917,High mobility group protein B1 OS=Sus scrofa OX=9823 GN=HMGB1 PE=1 SV=3
57,148,P21692|MMP1_PIG,158.89,3,3,2.6606E3,3,3,4,,53666,Interstitial collagenase OS=Sus scrofa OX=9823 GN=MMP1 PE=1 SV=2
41,640,Q29052|ITIH1_PIG,151.89,5,5,2.1782E4,6,6,13,Oxidation (M),100395,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Sus scrofa OX=9823 GN=ITIH1 PE=2 SV=1
43,1287,Q9GK37|CBG_PIG,147.52,10,10,7.2636E3,4,4,11,Oxidation (M),45189,Corticosteroid-binding globulin OS=Sus scrofa OX=9823 GN=Serpina6 PE=2 SV=1
47,29,Q767L7|TBB5_PIG,147.39,8,8,3.619E3,5,5,8,Oxidation (M),49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
35,190,P50390|TTHY_PIG,141.80,21,21,2.3908E4,5,5,21,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
50,53,Q9GLP1|FA5_PIG,138.93,1,1,6.2811E3,5,5,6,,256078,Coagulation factor V OS=Sus scrofa OX=9823 GN=F5 PE=2 SV=1
40,516,P20305|GELS_PIG,138.92,6,6,5.6336E4,5,5,14,Oxidation (M),84775,Gelsolin (Fragment) OS=Sus scrofa OX=9823 GN=GSN PE=1 SV=1
46,696,Q7SIB7|PGK1_PIG,133.41,7,7,1.052E4,3,3,8,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
58,373,Q6S4N2|HS71B_PIG,114.91,4,4,9.0175E3,4,4,4,,70098,Heat shock 70 kDa protein 1B OS=Sus scrofa OX=9823 GN=HSPA1B PE=2 SV=1
58,438,A5A8V7|HS71L_PIG,114.91,4,4,9.0175E3,4,4,4,,70344,Heat shock 70 kDa protein 1-like OS=Sus scrofa OX=9823 GN=HSPA1L PE=2 SV=1
37,1665,P02101|HBE_PIG,113.29,31,31,0,6,1,17,,16095,Hemoglobin subunit epsilon OS=Sus scrofa OX=9823 GN=HBE1 PE=1 SV=3
66,136,P53714|ITB2_PIG,110.03,3,3,4.4698E3,3,3,3,,84790,Integrin beta-2 OS=Sus scrofa OX=9823 GN=ITGB2 PE=2 SV=1
51,2615,Q6DUB7|STMN1_PIG,105.93,15,15,5.8498E3,3,3,6,,17302,Stathmin OS=Sus scrofa OX=9823 GN=STMN1 PE=2 SV=3
49,84,P62936|PPIA_PIG,104.69,19,19,1.1855E4,6,6,8,,17869,Peptidyl-prolyl cis-trans isomerase A OS=Sus scrofa OX=9823 GN=PPIA PE=1 SV=2
52,1403,P80229|ILEU_PIG,102.51,6,6,1.5456E3,2,2,6,,42513,Leukocyte elastase inhibitor OS=Sus scrofa OX=9823 GN=SERPINB1 PE=1 SV=1
67,59,P06867|PLMN_PIG,101.17,2,2,1.5724E3,3,3,3,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
62,715,P02725|GLPA_PIG,93.47,19,19,9.6165E2,2,2,4,,14000,Glycophorin-A OS=Sus scrofa OX=9823 GN=GYPA PE=1 SV=1
60,1978,P81693|PPAC_PIG,92.51,16,16,4.9625E3,3,3,4,,18035,Low molecular weight phosphotyrosine protein phosphatase OS=Sus scrofa OX=9823 GN=ACP1 PE=1 SV=2
44,133,Q95JC9|PRP_PIG,91.08,2,2,2.3695E4,3,3,11,,62283,Basic proline-rich protein OS=Sus scrofa OX=9823 PE=1 SV=2
89,1415,P40125|CAP1_PIG,90.54,6,6,1.4988E3,2,2,2,,25155,Adenylyl cyclase-associated protein 1 (Fragment) OS=Sus scrofa OX=9823 GN=CAP1 PE=1 SV=1
55,76,Q29308|RS19_PIG,89.88,13,13,2.5558E3,2,2,5,,15103,40S ribosomal protein S19 (Fragment) OS=Sus scrofa OX=9823 GN=RPS19 PE=2 SV=3
56,1635,Q9TSX9|PRDX6_PIG,89.36,10,10,8.9807E3,3,3,5,,25037,Peroxiredoxin-6 OS=Sus scrofa OX=9823 GN=PRDX6 PE=2 SV=3
54,1263,P20112|SPRC_PIG,87.65,7,7,4.8214E3,4,4,5,,34240,SPARC OS=Sus scrofa OX=9823 GN=SPARC PE=1 SV=2
92,697,P62901|RL31_PIG,85.51,26,26,6.7402E2,2,2,2,,14463,60S ribosomal protein L31 OS=Sus scrofa OX=9823 GN=RPL31 PE=1 SV=1
53,1771,P51779|CFAD_PIG,81.84,11,11,4.2954E3,3,3,5,Oxidation (M),27764,Complement factor D OS=Sus scrofa OX=9823 GN=CFD PE=2 SV=1
39,2614,P50828|HEMO_PIG,80.91,2,2,8.8814E4,2,2,16,,51306,Hemopexin OS=Sus scrofa OX=9823 GN=HPX PE=1 SV=1
80,875,P04574|CPNS1_PIG,79.78,8,8,2.3941E3,2,2,2,,28068,Calpain small subunit 1 OS=Sus scrofa OX=9823 GN=CAPNS1 PE=1 SV=1
81,25,O02705|HS90A_PIG,79.09,4,4,9.8312E2,2,2,2,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
133,280,P67985|RL22_PIG,79.09,11,11,1.1203E3,1,1,1,,14759,60S ribosomal protein L22 OS=Sus scrofa OX=9823 GN=RPL22 PE=1 SV=2
78,166,P12675|ICAL_PIG,78.84,2,2,1.2598E3,2,2,2,,77124,Calpastatin OS=Sus scrofa OX=9823 GN=CAST PE=1 SV=1
65,47,O97507|FA12_PIG,75.85,3,3,1.0037E4,2,2,3,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
70,286,P48819|VTNC_PIG,72.64,4,4,2.7561E5,2,2,3,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
83,731,A0PFK5|CAZA1_PIG,68.84,5,5,1.3206E4,1,1,2,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
83,90,Q29221|CAZA2_PIG,68.84,5,5,1.3206E4,1,1,2,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
26,50,Q6R2V0|WNK1_PIG,68.65,1,1,1.1885E4,2,1,54,,248973,Serine/threonine-protein kinase WNK1 OS=Sus scrofa OX=9823 GN=WNK1 PE=2 SV=3
125,350,P16611|IBP3_PIG,68.08,6,6,1.604E2,1,1,1,,31690,Insulin-like growth factor-binding protein 3 OS=Sus scrofa OX=9823 GN=IGFBP3 PE=1 SV=3
84,37,Q5S1U1|HSPB1_PIG,67.31,15,15,1.5232E3,2,2,2,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
71,537,Q08094|CNN2_PIG,64.13,7,7,3.3943E3,2,2,3,,32030,Calponin-2 (Fragment) OS=Sus scrofa OX=9823 GN=CNN2 PE=2 SV=1
72,1895,Q8MJ14|GPX1_PIG,62.08,8,8,1.0202E3,2,2,3,,22591,Glutathione peroxidase 1 OS=Sus scrofa OX=9823 GN=GPX1 PE=2 SV=2
79,933,Q29593|TALDO_PIG,61.99,6,6,3.3116E2,2,2,2,,37418,Transaldolase OS=Sus scrofa OX=9823 GN=TALDO1 PE=2 SV=2
90,2625,O13010|PI42A_PIG,60.31,4,4,2.4424E3,1,1,2,,46212,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Sus scrofa OX=9823 GN=PIP4K2A PE=2 SV=1
113,35,O62839|CATA_PIG,58.92,3,3,9.8822E2,1,1,1,,59891,Catalase OS=Sus scrofa OX=9823 GN=CAT PE=1 SV=4
87,2687,Q3YLA6|SRSF1_PIG,58.50,5,5,1.1663E3,2,2,2,,27745,Serine/arginine-rich splicing factor 1 OS=Sus scrofa OX=9823 GN=SRSF1 PE=2 SV=3
85,177,Q2XVP4|TBA1B_PIG,57.20,7,7,2.0675E4,2,2,2,Oxidation (M),50152,Tubulin alpha-1B chain OS=Sus scrofa OX=9823 GN=TUBA1B PE=1 SV=1
85,185,P02550|TBA1A_PIG,57.20,7,7,2.0675E4,2,2,2,Oxidation (M),50069,Tubulin alpha-1A chain OS=Sus scrofa OX=9823 GN=TUBA1A PE=1 SV=1
86,1765,Q0Z8U2|RS3_PIG,56.07,7,7,1.7679E3,1,1,2,Oxidation (M),26688,40S ribosomal protein S3 OS=Sus scrofa OX=9823 GN=RPS3 PE=1 SV=1
112,83,P50447|A1AT_PIG,55.46,2,2,6.2155E2,1,1,1,,47194,Alpha-1-antitrypsin OS=Sus scrofa OX=9823 GN=SERPINA1 PE=2 SV=1
138,5200,P59083|PHP14_PIG,55.38,13,13,4.8799E2,1,1,1,,13932,14 kDa phosphohistidine phosphatase OS=Sus scrofa OX=9823 GN=PHPT1 PE=1 SV=2
76,39,P0DW16|RBM20_PIG,50.77,1,1,2.357E3,1,1,2,,133295,RNA-binding protein 20 OS=Sus scrofa OX=9823 GN=RBM20 PE=1 SV=1
76,65,Q9BEA8|TNFL6_PIG,50.77,3,3,2.357E3,1,1,2,,31756,Tumor necrosis factor ligand superfamily member 6 OS=Sus scrofa OX=9823 GN=FASLG PE=2 SV=1
76,34,A5D9M6|BAG6_PIG,50.77,1,1,2.357E3,1,1,2,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
76,70,O62651|WT1_PIG,50.77,2,2,2.357E3,1,1,2,,49166,Wilms tumor protein homolog OS=Sus scrofa OX=9823 GN=WT1 PE=2 SV=1
76,97,P08001|ACRO_PIG,50.77,2,2,2.357E3,1,1,2,,45362,Acrosin OS=Sus scrofa OX=9823 GN=ACR PE=1 SV=5
136,23537,P01846|LAC_PIG,46.53,16,16,4.9547E2,1,1,1,,11003,Ig lambda chain C region OS=Sus scrofa OX=9823 PE=1 SV=1
137,436,Q9TTK7|OLR1_PIG,46.06,5,5,2.7457E3,1,1,1,Oxidation (M),31143,Oxidized low-density lipoprotein receptor 1 OS=Sus scrofa OX=9823 GN=OLR1 PE=2 SV=1
91,1542,P00571|KAD1_PIG,45.97,8,8,2.9819E3,1,1,2,,21639,Adenylate kinase isoenzyme 1 OS=Sus scrofa OX=9823 GN=AK1 PE=1 SV=1
132,302,P80015|CAP7_PIG,45.32,6,6,1.638E3,1,1,1,,27039,Azurocidin OS=Sus scrofa OX=9823 GN=AZU1 PE=1 SV=2
68,1122,P04404|CMGA_PIG,44.94,3,3,3.5826E2,1,1,3,,49358,Chromogranin-A (Fragment) OS=Sus scrofa OX=9823 GN=CHGA PE=1 SV=2
114,46,P14632|TRFL_PIG,44.27,2,2,7.5836E2,1,1,1,,77626,Lactotransferrin OS=Sus scrofa OX=9823 GN=LTF PE=1 SV=3
139,2641,P68211|ENSA_PIG,43.13,9,9,3.1127E2,1,1,1,Oxidation (M),13361,Alpha-endosulfine OS=Sus scrofa OX=9823 GN=ENSA PE=1 SV=1
139,12084,Q712U6|ARP19_PIG,43.13,10,10,3.1127E2,1,1,1,Oxidation (M),12323,cAMP-regulated phosphoprotein 19 OS=Sus scrofa OX=9823 GN=ARPP19 PE=2 SV=3
75,150,Q2IA00|SPEF2_PIG,42.12,1,1,1.5984E5,1,1,2,,208803,Sperm flagellar protein 2 OS=Sus scrofa OX=9823 GN=SPEF2 PE=2 SV=1
69,54,Q1KYT0|ENOB_PIG,41.47,3,3,7.6021E2,1,1,3,,47130,Beta-enolase OS=Sus scrofa OX=9823 GN=ENO3 PE=2 SV=1
120,620,Q28998|ADRB1_PIG,41.32,3,3,3.0644E2,1,1,1,Oxidation (M),50098,Beta-1 adrenergic receptor OS=Sus scrofa OX=9823 GN=ADRB1 PE=2 SV=2
119,16,P62802|H4_PIG,38.75,14,14,2.3684E3,1,1,1,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
73,99,F1SC07|DYH11_PIG,38.60,0,0,1.3585E4,1,1,2,,519623,Dynein axonemal heavy chain 11 OS=Sus scrofa OX=9823 GN=DNAH11 PE=1 SV=4
59,1084,Q5I2M3|TLR9_PIG,38.46,1,1,5.4821E4,1,1,4,,115883,Toll-like receptor 9 OS=Sus scrofa OX=9823 GN=TLR9 PE=2 SV=1
124,1344,O18796|IL6RA_PIG,38.04,4,4,1.4699E2,1,1,1,,51067,Interleukin-6 receptor subunit alpha OS=Sus scrofa OX=9823 GN=IL6R PE=2 SV=2
105,40,Q29099|PTBP1_PIG,37.87,3,3,1.3725E2,1,1,1,,59694,Polypyrimidine tract-binding protein 1 OS=Sus scrofa OX=9823 GN=PTBP1 PE=2 SV=2
109,213,Q9XSD9|PGS2_PIG,37.65,3,3,0,1,1,1,,39899,Decorin OS=Sus scrofa OX=9823 GN=DCN PE=2 SV=1
127,2624,P60662|MYL6_PIG,37.51,9,9,2.1218E3,1,1,1,,16930,Myosin light polypeptide 6 OS=Sus scrofa OX=9823 GN=MYL6 PE=1 SV=2
115,2634,O18734|PP14A_PIG,37.18,11,11,1.7421E5,1,1,1,,16672,Protein phosphatase 1 regulatory subunit 14A OS=Sus scrofa OX=9823 GN=CPI17 PE=1 SV=1
101,363,Q6PQD5|ATM_PIG,37.13,1,1,1.3699E3,1,1,1,,350564,Serine-protein kinase ATM OS=Sus scrofa OX=9823 GN=ATM PE=3 SV=2
134,714,O62640|PIAP_PIG,36.44,3,3,4.634E2,1,1,1,Oxidation (M),40977,Putative inhibitor of apoptosis OS=Sus scrofa OX=9823 GN=PIAP PE=2 SV=1
121,719,P13222|CLAT_PIG,35.49,2,2,9.0777E3,1,1,1,,71731,Choline O-acetyltransferase OS=Sus scrofa OX=9823 GN=CHAT PE=1 SV=3
129,2760,Q2HY40|TXNIP_PIG,35.12,3,3,0,1,1,1,,43811,Thioredoxin-interacting protein OS=Sus scrofa OX=9823 GN=TXNIP PE=2 SV=1
64,79,P29804|ODPA_PIG,34.98,3,3,0,1,1,3,,43121,Pyruvate dehydrogenase E1 component subunit alpha  somatic form  mitochondrial (Fragment) OS=Sus scrofa OX=9823 GN=PDHA1 PE=1 SV=1
88,2613,Q4A1L5|BECN1_PIG,34.89,3,3,9.7847E2,1,1,2,,51759,Beclin-1 OS=Sus scrofa OX=9823 GN=BECN1 PE=1 SV=1
126,305,P31636|SC5A4_PIG,34.39,2,2,5.204E3,1,1,1,,72745,Solute carrier family 5 member 4 OS=Sus scrofa OX=9823 GN=SLC5A4 PE=2 SV=1
140,699,Q71LE2|H33_PIG,33.70,8,8,4.737E2,1,1,1,,15328,Histone H3.3 OS=Sus scrofa OX=9823 GN=H3-3A PE=2 SV=3
93,105,P16960|RYR1_PIG,33.38,0,0,6.8202E2,1,1,1,,565340,Ryanodine receptor 1 OS=Sus scrofa OX=9823 GN=RYR1 PE=2 SV=2
103,339,Q9GL51|LIS1_PIG,32.80,4,4,0,1,1,1,,46654,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Sus scrofa OX=9823 GN=PAFAH1B1 PE=2 SV=3
95,268,P12263|FA8_PIG,32.78,1,1,0,1,1,1,,239303,Coagulation factor VIII OS=Sus scrofa OX=9823 GN=F8 PE=1 SV=2
111,394,Q28989|AMBN_PIG,32.68,5,5,0,1,1,1,,44927,Ameloblastin OS=Sus scrofa OX=9823 GN=AMBN PE=1 SV=1
94,303,Q28983|ZAN_PIG,32.53,1,1,2.6005E4,1,1,1,,270363,Zonadhesin OS=Sus scrofa OX=9823 GN=ZAN PE=1 SV=1
122,96,P16469|LOX15_PIG,32.52,1,1,2.5023E3,1,1,1,,75004,Polyunsaturated fatty acid lipoxygenase ALOX15 OS=Sus scrofa OX=9823 GN=ALOX15 PE=1 SV=3
104,272,P79293|MYH7_PIG,32.47,1,1,1.4234E5,1,1,1,,223296,Myosin-7 OS=Sus scrofa OX=9823 GN=MYH7 PE=1 SV=2
102,209,Q767K9|PP1RA_PIG,32.42,2,2,5.5949E3,1,1,1,,97597,Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Sus scrofa OX=9823 GN=PPP1R10 PE=3 SV=1
