Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 64,Area Sample 64,#Peptides,#Unique,#Spec Sample 64,PTM,Avg. Mass,Description
1,1,tr|F1RX36|F1RX36_PIG,341.40,36,36,5.055E6,184,184,1775,Oxidation (M),101096,Fibrinogen alpha chain OS=Sus scrofa OX=9823 GN=FGA PE=1 SV=4
3,6,tr|F1RX37|F1RX37_PIG,262.94,19,19,1.3489E6,63,63,470,Oxidation (M),60843,Fibrinogen beta chain OS=Sus scrofa OX=9823 GN=FGB PE=1 SV=4
23,1705,Q8MJ49|OSTF1_PIG,113.16,7,7,3.2982E3,3,3,5,,23740,Osteoclast-stimulating factor 1 OS=Sus scrofa OX=9823 GN=OSTF1 PE=2 SV=1
17,77,Q95274|TYB4_PIG,104.56,55,55,7.7966E3,5,5,11,,5053,Thymosin beta-4 OS=Sus scrofa OX=9823 GN=TMSB4 PE=3 SV=3
20,59,P06867|PLMN_PIG,102.79,2,2,6.6783E3,5,5,8,,90615,Plasminogen OS=Sus scrofa OX=9823 GN=PLG PE=1 SV=3
22,31,P18650|APOE_PIG,75.98,13,13,3.9897E3,4,4,7,,36599,Apolipoprotein E OS=Sus scrofa OX=9823 GN=APOE PE=1 SV=2
21,33,P08835|ALBU_PIG,75.10,6,6,2.6519E3,4,4,7,,69692,Albumin OS=Sus scrofa OX=9823 GN=ALB PE=1 SV=2
25,37,Q5S1U1|HSPB1_PIG,74.91,20,20,5.026E2,3,3,4,,22942,Heat shock protein beta-1 OS=Sus scrofa OX=9823 GN=HSPB1 PE=2 SV=1
15,27,P01025|CO3_PIG,70.64,2,2,7.5608E3,3,3,15,Oxidation (M),186806,Complement C3 OS=Sus scrofa OX=9823 GN=C3 PE=1 SV=2
26,81,O19084|CDSN_PIG,65.85,13,13,1.2014E3,4,4,4,Oxidation (M),21644,Corneodesmosin (Fragment) OS=Sus scrofa OX=9823 GN=CDSN PE=3 SV=1
16,24,P29700|FETUA_PIG,60.15,10,10,6.7402E3,2,2,14,,38425,Alpha-2-HS-glycoprotein (Fragment) OS=Sus scrofa OX=9823 GN=AHSG PE=1 SV=1
33,56,P10668|COF1_PIG,59.57,8,8,1.0842E3,2,2,2,,18519,Cofilin-1 OS=Sus scrofa OX=9823 GN=CFL1 PE=1 SV=3
24,190,P50390|TTHY_PIG,58.43,9,9,0,2,2,5,,16081,Transthyretin OS=Sus scrofa OX=9823 GN=TTR PE=1 SV=1
29,286,P48819|VTNC_PIG,57.57,3,3,2.0829E2,2,2,3,,52572,Vitronectin OS=Sus scrofa OX=9823 GN=VTN PE=1 SV=1
27,63,P79263|ITIH4_PIG,56.23,3,3,1.2839E3,2,2,4,,102146,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Sus scrofa OX=9823 GN=ITIH4 PE=1 SV=1
30,29,Q767L7|TBB5_PIG,51.57,4,4,1.9378E2,1,1,3,,49671,Tubulin beta chain OS=Sus scrofa OX=9823 GN=TUBB PE=1 SV=1
32,34,A5D9M6|BAG6_PIG,49.15,2,2,2.5403E2,2,1,2,,118627,Large proline-rich protein BAG6 OS=Sus scrofa OX=9823 GN=BAG6 PE=1 SV=1
31,14,P00355|G3P_PIG,47.70,6,6,3.0898E3,2,2,3,,35836,Glyceraldehyde-3-phosphate dehydrogenase OS=Sus scrofa OX=9823 GN=GAPDH PE=1 SV=4
40,731,A0PFK5|CAZA1_PIG,46.09,5,5,3.4067E2,1,1,1,,33017,F-actin-capping protein subunit alpha-1 OS=Sus scrofa OX=9823 GN=CAPZA1 PE=1 SV=1
40,90,Q29221|CAZA2_PIG,46.09,5,5,3.4067E2,1,1,1,,32981,F-actin-capping protein subunit alpha-2 OS=Sus scrofa OX=9823 GN=CAPZA2 PE=2 SV=3
19,47,O97507|FA12_PIG,42.93,2,2,9.1887E3,1,1,9,,68012,Coagulation factor XII OS=Sus scrofa OX=9823 GN=F12 PE=2 SV=1
42,25,O02705|HS90A_PIG,42.41,3,3,1.9852E1,1,1,1,Oxidation (M),84775,Heat shock protein HSP 90-alpha OS=Sus scrofa OX=9823 GN=HSP90AA1 PE=2 SV=3
35,38,Q3BDI7|DSG1_PIG,39.27,1,1,7.8458E2,1,1,1,,113318,Desmoglein-1 OS=Sus scrofa OX=9823 GN=DSG1 PE=2 SV=1
37,61,P06348|H1T_PIG,36.29,6,6,0,1,1,1,,22059,Histone H1t OS=Sus scrofa OX=9823 GN=H1-6 PE=1 SV=1
38,766,Q9GLP2|PROC_PIG,32.64,3,3,0,1,1,1,,51867,Vitamin K-dependent protein C OS=Sus scrofa OX=9823 GN=PROC PE=2 SV=1
44,696,Q7SIB7|PGK1_PIG,31.01,6,6,0,1,1,1,,44559,Phosphoglycerate kinase 1 OS=Sus scrofa OX=9823 GN=PGK1 PE=1 SV=3
45,2938,Q29100|UPTI_PIG,30.11,7,7,1.9522E2,1,1,1,,13109,Uterine plasmin/trypsin inhibitor OS=Sus scrofa OX=9823 PE=1 SV=1
43,82,Q29549|CLUS_PIG,29.81,4,4,9.2973E1,1,1,1,Oxidation (M),51775,Clusterin OS=Sus scrofa OX=9823 GN=CLU PE=1 SV=1
47,16,P62802|H4_PIG,29.69,10,10,2.046E2,1,1,1,,11367,Histone H4 OS=Sus scrofa OX=9823 PE=1 SV=2
39,4,P02543|VIME_PIG,29.56,3,3,0,1,1,1,,53668,Vimentin OS=Sus scrofa OX=9823 GN=VIM PE=1 SV=2
46,189,Q8SQ26|CRYL1_PIG,29.45,9,9,8.3693E1,1,1,1,,35128,Lambda-crystallin homolog OS=Sus scrofa OX=9823 GN=CRYL1 PE=2 SV=3
